                                                                                                                                              10 Nov 2020 22:50:46
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-CSIM


      Epoch (UTCG)         Mean Motion (deg/sec)    Eccentricity    Inclination (deg)    Argument of Perigee (deg)    RAAN (deg)    Mean Anomaly (deg)      BStar 
-----------------------    ---------------------    ------------    -----------------    -------------------------    ----------    ------------------    --------
4 Nov 2020 20:51:45.575                 0.062342        0.001430               97.691                       82.413        19.383               277.872    0.000085
5 Nov 2020 11:18:29.569                 0.062342        0.001431               97.691                       80.628        19.974               279.656    0.000090
5 Nov 2020 16:07:24.219                 0.062342        0.001431               97.691                       80.027        20.171               280.256    0.000092
6 Nov 2020 03:21:31.712                 0.062342        0.001431               97.691                       78.598        20.631               281.685    0.000097
6 Nov 2020 08:10:26.359                 0.062342        0.001431               97.691                       77.991        20.828               282.291    0.000104
6 Nov 2020 17:48:15.607                 0.062342        0.001432               97.691                       76.780        21.222               283.502    0.000107
7 Nov 2020 03:26:04.803                 0.062342        0.001432               97.691                       75.573        21.616               284.707    0.000117
7 Nov 2020 11:27:35.812                 0.062342        0.001432               97.691                       74.582        21.945               285.699    0.000109
7 Nov 2020 19:29:06.791                 0.062342        0.001432               97.691                       73.547        22.273               286.732    0.000111


      Time (UTCG)             x (km)         y (km)         z (km)      Magnitude (km)
-----------------------    -----------    -----------    -----------    --------------
6 Nov 2020 05:02:40.000    6297.660927    2035.904240    2128.029037       6952.261992
6 Nov 2020 05:02:40.100    6297.473612    2035.731232    2128.742528       6952.260085
6 Nov 2020 05:02:40.200    6297.286221    2035.558200    2129.455995       6952.258178
6 Nov 2020 05:02:40.300    6297.098756    2035.385144    2130.169436       6952.256271
6 Nov 2020 05:02:40.400    6296.911217    2035.212064    2130.882851       6952.254364
6 Nov 2020 05:02:40.500    6296.723602    2035.038959    2131.596241       6952.252457
6 Nov 2020 05:02:40.600    6296.535913    2034.865830    2132.309606       6952.250550
6 Nov 2020 05:02:40.700    6296.348149    2034.692677    2133.022946       6952.248643
6 Nov 2020 05:02:40.800    6296.160310    2034.519500    2133.736260       6952.246736
6 Nov 2020 05:02:40.900    6295.972397    2034.346299    2134.449549       6952.244829
6 Nov 2020 05:02:41.000    6295.784408    2034.173074    2135.162812       6952.242922
6 Nov 2020 05:02:41.100    6295.596345    2033.999825    2135.876050       6952.241015
6 Nov 2020 05:02:41.200    6295.408208    2033.826551    2136.589262       6952.239108
6 Nov 2020 05:02:41.300    6295.219995    2033.653253    2137.302449       6952.237201
6 Nov 2020 05:02:41.400    6295.031708    2033.479931    2138.015611       6952.235294
6 Nov 2020 05:02:41.500    6294.843346    2033.306585    2138.728747       6952.233388
6 Nov 2020 05:02:41.600    6294.654910    2033.133215    2139.441858       6952.231481
6 Nov 2020 05:02:41.700    6294.466398    2032.959821    2140.154943       6952.229574
6 Nov 2020 05:02:41.800    6294.277812    2032.786403    2140.868003       6952.227667
6 Nov 2020 05:02:41.900    6294.089151    2032.612960    2141.581037       6952.225761
6 Nov 2020 05:02:42.000    6293.900416    2032.439493    2142.294046       6952.223854
6 Nov 2020 05:02:42.100    6293.711606    2032.266003    2143.007029       6952.221947
6 Nov 2020 05:02:42.200    6293.522721    2032.092488    2143.719987       6952.220041
6 Nov 2020 05:02:42.300    6293.333761    2031.918949    2144.432919       6952.218134
6 Nov 2020 05:02:42.400    6293.144727    2031.745385    2145.145826       6952.216228
6 Nov 2020 05:02:42.500    6292.955618    2031.571798    2145.858707       6952.214321
6 Nov 2020 05:02:42.600    6292.766434    2031.398187    2146.571563       6952.212415
6 Nov 2020 05:02:42.700    6292.577176    2031.224551    2147.284393       6952.210508
6 Nov 2020 05:02:42.800    6292.387842    2031.050892    2147.997197       6952.208602
6 Nov 2020 05:02:42.900    6292.198435    2030.877208    2148.709976       6952.206695
6 Nov 2020 05:02:43.000    6292.008952    2030.703500    2149.422730       6952.204789
6 Nov 2020 05:02:43.100    6291.819395    2030.529768    2150.135458       6952.202883
6 Nov 2020 05:02:43.200    6291.629763    2030.356012    2150.848160       6952.200976
6 Nov 2020 05:02:43.300    6291.440056    2030.182232    2151.560836       6952.199070
6 Nov 2020 05:02:43.400    6291.250275    2030.008428    2152.273487       6952.197164
6 Nov 2020 05:02:43.500    6291.060419    2029.834599    2152.986113       6952.195258
6 Nov 2020 05:02:43.600    6290.870489    2029.660747    2153.698712       6952.193351
6 Nov 2020 05:02:43.700    6290.680483    2029.486870    2154.411287       6952.191445
6 Nov 2020 05:02:43.800    6290.490403    2029.312969    2155.123835       6952.189539
6 Nov 2020 05:02:43.900    6290.300249    2029.139045    2155.836358       6952.187633
6 Nov 2020 05:02:44.000    6290.110019    2028.965096    2156.548855       6952.185727
6 Nov 2020 05:02:44.100    6289.919715    2028.791123    2157.261327       6952.183821
6 Nov 2020 05:02:44.200    6289.729337    2028.617126    2157.973772       6952.181915
6 Nov 2020 05:02:44.300    6289.538883    2028.443105    2158.686192       6952.180009
6 Nov 2020 05:02:44.400    6289.348355    2028.269060    2159.398587       6952.178103
6 Nov 2020 05:02:44.500    6289.157753    2028.094991    2160.110956       6952.176197
6 Nov 2020 05:02:44.600    6288.967075    2027.920897    2160.823299       6952.174291
6 Nov 2020 05:02:44.700    6288.776323    2027.746780    2161.535616       6952.172385
6 Nov 2020 05:02:44.800    6288.585497    2027.572639    2162.247907       6952.170479
6 Nov 2020 05:02:44.900    6288.394595    2027.398473    2162.960173       6952.168573
6 Nov 2020 05:02:45.000    6288.203619    2027.224283    2163.672413       6952.166667
6 Nov 2020 05:02:45.100    6288.012569    2027.050070    2164.384628       6952.164761
6 Nov 2020 05:02:45.200    6287.821444    2026.875832    2165.096816       6952.162855
6 Nov 2020 05:02:45.300    6287.630244    2026.701570    2165.808979       6952.160950
6 Nov 2020 05:02:45.400    6287.438969    2026.527284    2166.521116       6952.159044
6 Nov 2020 05:02:45.500    6287.247620    2026.352975    2167.233227       6952.157138
6 Nov 2020 05:02:45.600    6287.056196    2026.178641    2167.945313       6952.155233
6 Nov 2020 05:02:45.700    6286.864698    2026.004283    2168.657372       6952.153327
6 Nov 2020 05:02:45.800    6286.673125    2025.829901    2169.369406       6952.151421
6 Nov 2020 05:02:45.900    6286.481477    2025.655495    2170.081414       6952.149516
6 Nov 2020 05:02:46.000    6286.289755    2025.481064    2170.793396       6952.147610
6 Nov 2020 05:02:46.100    6286.097958    2025.306610    2171.505352       6952.145705
6 Nov 2020 05:02:46.200    6285.906087    2025.132132    2172.217283       6952.143799
6 Nov 2020 05:02:46.300    6285.714140    2024.957630    2172.929187       6952.141894
6 Nov 2020 05:02:46.400    6285.522120    2024.783103    2173.641066       6952.139988
6 Nov 2020 05:02:46.500    6285.330024    2024.608553    2174.352919       6952.138083
6 Nov 2020 05:02:46.600    6285.137854    2024.433979    2175.064746       6952.136177
6 Nov 2020 05:02:46.700    6284.945610    2024.259380    2175.776547       6952.134272
6 Nov 2020 05:02:46.800    6284.753290    2024.084758    2176.488322       6952.132367
6 Nov 2020 05:02:46.900    6284.560897    2023.910111    2177.200072       6952.130461
6 Nov 2020 05:02:47.000    6284.368428    2023.735441    2177.911795       6952.128556
6 Nov 2020 05:02:47.100    6284.175885    2023.560746    2178.623492       6952.126651
6 Nov 2020 05:02:47.200    6283.983267    2023.386028    2179.335164       6952.124746
6 Nov 2020 05:02:47.300    6283.790575    2023.211285    2180.046809       6952.122841
6 Nov 2020 05:02:47.400    6283.597808    2023.036519    2180.758429       6952.120935
6 Nov 2020 05:02:47.500    6283.404967    2022.861728    2181.470023       6952.119030
6 Nov 2020 05:02:47.600    6283.212051    2022.686914    2182.181590       6952.117125
6 Nov 2020 05:02:47.700    6283.019060    2022.512075    2182.893132       6952.115220
6 Nov 2020 05:02:47.800    6282.825995    2022.337212    2183.604648       6952.113315
6 Nov 2020 05:02:47.900    6282.632855    2022.162326    2184.316137       6952.111410
6 Nov 2020 05:02:48.000    6282.439641    2021.987415    2185.027601       6952.109505
6 Nov 2020 05:02:48.100    6282.246352    2021.812480    2185.739039       6952.107600
6 Nov 2020 05:02:48.200    6282.052989    2021.637522    2186.450451       6952.105695
6 Nov 2020 05:02:48.300    6281.859551    2021.462539    2187.161836       6952.103790
6 Nov 2020 05:02:48.400    6281.666038    2021.287532    2187.873196       6952.101885
6 Nov 2020 05:02:48.500    6281.472451    2021.112502    2188.584530       6952.099980
6 Nov 2020 05:02:48.600    6281.278789    2020.937447    2189.295837       6952.098076
6 Nov 2020 05:02:48.700    6281.085053    2020.762369    2190.007119       6952.096171
6 Nov 2020 05:02:48.800    6280.891242    2020.587266    2190.718374       6952.094266
6 Nov 2020 05:02:48.900    6280.697356    2020.412139    2191.429603       6952.092361
6 Nov 2020 05:02:49.000    6280.503396    2020.236989    2192.140807       6952.090457
6 Nov 2020 05:02:49.100    6280.309362    2020.061814    2192.851984       6952.088552
6 Nov 2020 05:02:49.200    6280.115252    2019.886616    2193.563135       6952.086647
6 Nov 2020 05:02:49.300    6279.921069    2019.711393    2194.274260       6952.084743
6 Nov 2020 05:02:49.400    6279.726811    2019.536147    2194.985358       6952.082838
6 Nov 2020 05:02:49.500    6279.532478    2019.360876    2195.696431       6952.080933
6 Nov 2020 05:02:49.600    6279.338070    2019.185582    2196.407478       6952.079029
6 Nov 2020 05:02:49.700    6279.143588    2019.010263    2197.118498       6952.077124
6 Nov 2020 05:02:49.800    6278.949032    2018.834921    2197.829492       6952.075220
6 Nov 2020 05:02:49.900    6278.754401    2018.659555    2198.540461       6952.073315
6 Nov 2020 05:02:50.000    6278.559696    2018.484164    2199.251402       6952.071411
6 Nov 2020 05:02:50.100    6278.364916    2018.308750    2199.962318       6952.069507
6 Nov 2020 05:02:50.200    6278.170061    2018.133312    2200.673208       6952.067602
6 Nov 2020 05:02:50.300    6277.975132    2017.957850    2201.384071       6952.065698
6 Nov 2020 05:02:50.400    6277.780128    2017.782364    2202.094908       6952.063794
6 Nov 2020 05:02:50.500    6277.585050    2017.606854    2202.805719       6952.061889
6 Nov 2020 05:02:50.600    6277.389898    2017.431320    2203.516504       6952.059985
6 Nov 2020 05:02:50.700    6277.194670    2017.255762    2204.227262       6952.058081
6 Nov 2020 05:02:50.800    6276.999369    2017.080180    2204.937995       6952.056177
6 Nov 2020 05:02:50.900    6276.803992    2016.904574    2205.648701       6952.054273
6 Nov 2020 05:02:51.000    6276.608542    2016.728944    2206.359380       6952.052369
6 Nov 2020 05:02:51.100    6276.413016    2016.553290    2207.070034       6952.050464
6 Nov 2020 05:02:51.200    6276.217417    2016.377612    2207.780661       6952.048560
6 Nov 2020 05:02:51.300    6276.021742    2016.201911    2208.491262       6952.046656
6 Nov 2020 05:02:51.400    6275.825994    2016.026185    2209.201837       6952.044752
6 Nov 2020 05:02:51.500    6275.630170    2015.850436    2209.912385       6952.042848
6 Nov 2020 05:02:51.600    6275.434273    2015.674662    2210.622907       6952.040944
6 Nov 2020 05:02:51.700    6275.238300    2015.498865    2211.333403       6952.039040
6 Nov 2020 05:02:51.800    6275.042254    2015.323044    2212.043872       6952.037137
6 Nov 2020 05:02:51.900    6274.846132    2015.147198    2212.754315       6952.035233
6 Nov 2020 05:02:52.000    6274.649937    2014.971329    2213.464732       6952.033329
6 Nov 2020 05:02:52.100    6274.453666    2014.795436    2214.175122       6952.031425
6 Nov 2020 05:02:52.200    6274.257322    2014.619519    2214.885486       6952.029521
6 Nov 2020 05:02:52.300    6274.060903    2014.443578    2215.595824       6952.027618
6 Nov 2020 05:02:52.400    6273.864409    2014.267613    2216.306135       6952.025714
6 Nov 2020 05:02:52.500    6273.667841    2014.091625    2217.016420       6952.023810
6 Nov 2020 05:02:52.600    6273.471198    2013.915612    2217.726679       6952.021907
6 Nov 2020 05:02:52.700    6273.274481    2013.739576    2218.436911       6952.020003
6 Nov 2020 05:02:52.800    6273.077689    2013.563515    2219.147117       6952.018099
6 Nov 2020 05:02:52.900    6272.880823    2013.387431    2219.857296       6952.016196
6 Nov 2020 05:02:53.000    6272.683883    2013.211323    2220.567449       6952.014292
6 Nov 2020 05:02:53.100    6272.486868    2013.035190    2221.277575       6952.012389
6 Nov 2020 05:02:53.200    6272.289779    2012.859034    2221.987675       6952.010485
6 Nov 2020 05:02:53.300    6272.092615    2012.682854    2222.697749       6952.008582
6 Nov 2020 05:02:53.400    6271.895376    2012.506651    2223.407796       6952.006678
6 Nov 2020 05:02:53.500    6271.698063    2012.330423    2224.117816       6952.004775
6 Nov 2020 05:02:53.600    6271.500676    2012.154171    2224.827811       6952.002872
6 Nov 2020 05:02:53.700    6271.303215    2011.977896    2225.537778       6952.000968
6 Nov 2020 05:02:53.800    6271.105678    2011.801596    2226.247719       6951.999065
6 Nov 2020 05:02:53.900    6270.908068    2011.625273    2226.957634       6951.997162
6 Nov 2020 05:02:54.000    6270.710383    2011.448926    2227.667522       6951.995259
6 Nov 2020 05:02:54.100    6270.512623    2011.272555    2228.377384       6951.993355
6 Nov 2020 05:02:54.200    6270.314789    2011.096160    2229.087219       6951.991452
6 Nov 2020 05:02:54.300    6270.116881    2010.919741    2229.797028       6951.989549
6 Nov 2020 05:02:54.400    6269.918898    2010.743299    2230.506810       6951.987646
6 Nov 2020 05:02:54.500    6269.720841    2010.566832    2231.216565       6951.985743
6 Nov 2020 05:02:54.600    6269.522709    2010.390342    2231.926294       6951.983840
6 Nov 2020 05:02:54.700    6269.324503    2010.213827    2232.635996       6951.981937
6 Nov 2020 05:02:54.800    6269.126223    2010.037289    2233.345672       6951.980034
6 Nov 2020 05:02:54.900    6268.927868    2009.860727    2234.055321       6951.978131
6 Nov 2020 05:02:55.000    6268.729438    2009.684141    2234.764944       6951.976228
6 Nov 2020 05:02:55.100    6268.530935    2009.507532    2235.474540       6951.974325
6 Nov 2020 05:02:55.200    6268.332356    2009.330898    2236.184109       6951.972422
6 Nov 2020 05:02:55.300    6268.133704    2009.154241    2236.893652       6951.970519
6 Nov 2020 05:02:55.400    6267.934977    2008.977560    2237.603168       6951.968617
6 Nov 2020 05:02:55.500    6267.736175    2008.800854    2238.312658       6951.966714
6 Nov 2020 05:02:55.600    6267.537299    2008.624125    2239.022121       6951.964811
6 Nov 2020 05:02:55.700    6267.338349    2008.447373    2239.731557       6951.962908
6 Nov 2020 05:02:55.800    6267.139325    2008.270596    2240.440966       6951.961006
6 Nov 2020 05:02:55.900    6266.940226    2008.093796    2241.150349       6951.959103
6 Nov 2020 05:02:56.000    6266.741052    2007.916971    2241.859705       6951.957200
6 Nov 2020 05:02:56.100    6266.541804    2007.740123    2242.569035       6951.955298
6 Nov 2020 05:02:56.200    6266.342482    2007.563251    2243.278338       6951.953395
6 Nov 2020 05:02:56.300    6266.143085    2007.386355    2243.987614       6951.951493
6 Nov 2020 05:02:56.400    6265.943614    2007.209436    2244.696863       6951.949590
6 Nov 2020 05:02:56.500    6265.744069    2007.032492    2245.406086       6951.947688
6 Nov 2020 05:02:56.600    6265.544449    2006.855525    2246.115282       6951.945785
6 Nov 2020 05:02:56.700    6265.344755    2006.678534    2246.824451       6951.943883
6 Nov 2020 05:02:56.800    6265.144987    2006.501519    2247.533593       6951.941981
6 Nov 2020 05:02:56.900    6264.945144    2006.324480    2248.242709       6951.940078
6 Nov 2020 05:02:57.000    6264.745226    2006.147417    2248.951798       6951.938176
6 Nov 2020 05:02:57.100    6264.545235    2005.970331    2249.660860       6951.936274
6 Nov 2020 05:02:57.200    6264.345169    2005.793221    2250.369896       6951.934371
6 Nov 2020 05:02:57.300    6264.145028    2005.616087    2251.078904       6951.932469
6 Nov 2020 05:02:57.400    6263.944814    2005.438929    2251.787886       6951.930567
6 Nov 2020 05:02:57.500    6263.744525    2005.261747    2252.496841       6951.928665
6 Nov 2020 05:02:57.600    6263.544161    2005.084542    2253.205769       6951.926763
6 Nov 2020 05:02:57.700    6263.343723    2004.907312    2253.914671       6951.924861
6 Nov 2020 05:02:57.800    6263.143211    2004.730059    2254.623545       6951.922959
6 Nov 2020 05:02:57.900    6262.942624    2004.552782    2255.332393       6951.921057
6 Nov 2020 05:02:58.000    6262.741964    2004.375482    2256.041214       6951.919155
6 Nov 2020 05:02:58.100    6262.541228    2004.198157    2256.750008       6951.917253
6 Nov 2020 05:02:58.200    6262.340419    2004.020809    2257.458775       6951.915351
6 Nov 2020 05:02:58.300    6262.139535    2003.843437    2258.167515       6951.913449
6 Nov 2020 05:02:58.400    6261.938577    2003.666041    2258.876228       6951.911547
6 Nov 2020 05:02:58.500    6261.737544    2003.488622    2259.584915       6951.909645
6 Nov 2020 05:02:58.600    6261.536437    2003.311178    2260.293575       6951.907743
6 Nov 2020 05:02:58.700    6261.335256    2003.133711    2261.002207       6951.905842
6 Nov 2020 05:02:58.800    6261.134000    2002.956220    2261.710813       6951.903940
6 Nov 2020 05:02:58.900    6260.932670    2002.778705    2262.419392       6951.902038
6 Nov 2020 05:02:59.000    6260.731266    2002.601167    2263.127944       6951.900136
6 Nov 2020 05:02:59.100    6260.529787    2002.423604    2263.836469       6951.898235
6 Nov 2020 05:02:59.200    6260.328234    2002.246018    2264.544967       6951.896333
6 Nov 2020 05:02:59.300    6260.126607    2002.068409    2265.253438       6951.894432
6 Nov 2020 05:02:59.400    6259.924906    2001.890775    2265.961882       6951.892530
6 Nov 2020 05:02:59.500    6259.723130    2001.713118    2266.670299       6951.890629
6 Nov 2020 05:02:59.600    6259.521280    2001.535436    2267.378689       6951.888727
6 Nov 2020 05:02:59.700    6259.319355    2001.357732    2268.087052       6951.886826
6 Nov 2020 05:02:59.800    6259.117356    2001.180003    2268.795388       6951.884924
6 Nov 2020 05:02:59.900    6258.915283    2001.002251    2269.503698       6951.883023
6 Nov 2020 05:03:00.000    6258.713136    2000.824474    2270.211980       6951.881121
6 Nov 2020 05:03:00.100    6258.510914    2000.646674    2270.920235       6951.879220
6 Nov 2020 05:03:00.200    6258.308618    2000.468851    2271.628463       6951.877319
6 Nov 2020 05:03:00.300    6258.106248    2000.291003    2272.336664       6951.875418
6 Nov 2020 05:03:00.400    6257.903803    2000.113132    2273.044838       6951.873516
6 Nov 2020 05:03:00.500    6257.701284    1999.935237    2273.752985       6951.871615
6 Nov 2020 05:03:00.600    6257.498691    1999.757319    2274.461105       6951.869714
6 Nov 2020 05:03:00.700    6257.296024    1999.579376    2275.169197       6951.867813
6 Nov 2020 05:03:00.800    6257.093282    1999.401410    2275.877263       6951.865912
6 Nov 2020 05:03:00.900    6256.890466    1999.223420    2276.585302       6951.864011
6 Nov 2020 05:03:01.000    6256.687576    1999.045407    2277.293313       6951.862110
6 Nov 2020 05:03:01.100    6256.484611    1998.867369    2278.001298       6951.860209
6 Nov 2020 05:03:01.200    6256.281572    1998.689308    2278.709255       6951.858308
6 Nov 2020 05:03:01.300    6256.078459    1998.511224    2279.417185       6951.856407
6 Nov 2020 05:03:01.400    6255.875272    1998.333115    2280.125088       6951.854506
6 Nov 2020 05:03:01.500    6255.672010    1998.154983    2280.832964       6951.852605
6 Nov 2020 05:03:01.600    6255.468674    1997.976827    2281.540813       6951.850704
6 Nov 2020 05:03:01.700    6255.265264    1997.798647    2282.248634       6951.848803
6 Nov 2020 05:03:01.800    6255.061779    1997.620444    2282.956429       6951.846903
6 Nov 2020 05:03:01.900    6254.858221    1997.442217    2283.664196       6951.845002
6 Nov 2020 05:03:02.000    6254.654588    1997.263966    2284.371936       6951.843101
6 Nov 2020 05:03:02.100    6254.450881    1997.085691    2285.079649       6951.841200
6 Nov 2020 05:03:02.200    6254.247099    1996.907393    2285.787334       6951.839300
6 Nov 2020 05:03:02.300    6254.043243    1996.729071    2286.494993       6951.837399
6 Nov 2020 05:03:02.400    6253.839313    1996.550725    2287.202624       6951.835499
6 Nov 2020 05:03:02.500    6253.635309    1996.372356    2287.910228       6951.833598
6 Nov 2020 05:03:02.600    6253.431231    1996.193963    2288.617805       6951.831698
6 Nov 2020 05:03:02.700    6253.227078    1996.015546    2289.325354       6951.829797
6 Nov 2020 05:03:02.800    6253.022851    1995.837106    2290.032876       6951.827897
6 Nov 2020 05:03:02.900    6252.818550    1995.658642    2290.740371       6951.825996
6 Nov 2020 05:03:03.000    6252.614175    1995.480154    2291.447839       6951.824096
6 Nov 2020 05:03:03.100    6252.409725    1995.301642    2292.155279       6951.822196
6 Nov 2020 05:03:03.200    6252.205201    1995.123107    2292.862693       6951.820295
6 Nov 2020 05:03:03.300    6252.000603    1994.944548    2293.570078       6951.818395
6 Nov 2020 05:03:03.400    6251.795931    1994.765966    2294.277437       6951.816495
6 Nov 2020 05:03:03.500    6251.591184    1994.587359    2294.984768       6951.814595
6 Nov 2020 05:03:03.600    6251.386364    1994.408729    2295.692072       6951.812694
6 Nov 2020 05:03:03.700    6251.181469    1994.230076    2296.399349       6951.810794
6 Nov 2020 05:03:03.800    6250.976500    1994.051399    2297.106598       6951.808894
6 Nov 2020 05:03:03.900    6250.771456    1993.872698    2297.813820       6951.806994
6 Nov 2020 05:03:04.000    6250.566339    1993.693973    2298.521014       6951.805094
6 Nov 2020 05:03:04.100    6250.361147    1993.515225    2299.228182       6951.803194
6 Nov 2020 05:03:04.200    6250.155881    1993.336453    2299.935321       6951.801294
6 Nov 2020 05:03:04.300    6249.950541    1993.157657    2300.642434       6951.799394
6 Nov 2020 05:03:04.400    6249.745126    1992.978838    2301.349519       6951.797494
6 Nov 2020 05:03:04.500    6249.539638    1992.799995    2302.056577       6951.795594
6 Nov 2020 05:03:04.600    6249.334075    1992.621128    2302.763607       6951.793694
6 Nov 2020 05:03:04.700    6249.128438    1992.442238    2303.470610       6951.791795
6 Nov 2020 05:03:04.800    6248.922727    1992.263324    2304.177585       6951.789895
6 Nov 2020 05:03:04.900    6248.716942    1992.084386    2304.884533       6951.787995
6 Nov 2020 05:03:05.000    6248.511082    1991.905425    2305.591454       6951.786095
6 Nov 2020 05:03:05.100    6248.305148    1991.726440    2306.298347       6951.784196
6 Nov 2020 05:03:05.200    6248.099140    1991.547432    2307.005212       6951.782296
6 Nov 2020 05:03:05.300    6247.893058    1991.368400    2307.712051       6951.780396
6 Nov 2020 05:03:05.400    6247.686902    1991.189344    2308.418861       6951.778497
6 Nov 2020 05:03:05.500    6247.480672    1991.010264    2309.125645       6951.776597
6 Nov 2020 05:03:05.600    6247.274367    1990.831161    2309.832400       6951.774698
6 Nov 2020 05:03:05.700    6247.067988    1990.652035    2310.539129       6951.772798
6 Nov 2020 05:03:05.800    6246.861536    1990.472884    2311.245829       6951.770899
6 Nov 2020 05:03:05.900    6246.655009    1990.293710    2311.952503       6951.768999
6 Nov 2020 05:03:06.000    6246.448407    1990.114513    2312.659148       6951.767100
6 Nov 2020 05:03:06.100    6246.241732    1989.935291    2313.365766       6951.765201
6 Nov 2020 05:03:06.200    6246.034982    1989.756047    2314.072357       6951.763301
6 Nov 2020 05:03:06.300    6245.828159    1989.576778    2314.778920       6951.761402
6 Nov 2020 05:03:06.400    6245.621261    1989.397486    2315.485456       6951.759503
6 Nov 2020 05:03:06.500    6245.414289    1989.218170    2316.191964       6951.757604
6 Nov 2020 05:03:06.600    6245.207243    1989.038831    2316.898444       6951.755705
6 Nov 2020 05:03:06.700    6245.000123    1988.859468    2317.604897       6951.753805
6 Nov 2020 05:03:06.800    6244.792928    1988.680081    2318.311322       6951.751906
6 Nov 2020 05:03:06.900    6244.585660    1988.500671    2319.017720       6951.750007
6 Nov 2020 05:03:07.000    6244.378317    1988.321237    2319.724090       6951.748108
6 Nov 2020 05:03:07.100    6244.170900    1988.141780    2320.430432       6951.746209
6 Nov 2020 05:03:07.200    6243.963409    1987.962299    2321.136747       6951.744310
6 Nov 2020 05:03:07.300    6243.755844    1987.782794    2321.843034       6951.742411
6 Nov 2020 05:03:07.400    6243.548205    1987.603266    2322.549294       6951.740512
6 Nov 2020 05:03:07.500    6243.340492    1987.423715    2323.255525       6951.738614
6 Nov 2020 05:03:07.600    6243.132704    1987.244139    2323.961730       6951.736715
6 Nov 2020 05:03:07.700    6242.924843    1987.064540    2324.667906       6951.734816
6 Nov 2020 05:03:07.800    6242.716907    1986.884918    2325.374055       6951.732917
6 Nov 2020 05:03:07.900    6242.508897    1986.705271    2326.080176       6951.731019
6 Nov 2020 05:03:08.000    6242.300813    1986.525602    2326.786270       6951.729120
6 Nov 2020 05:03:08.100    6242.092655    1986.345908    2327.492336       6951.727221
6 Nov 2020 05:03:08.200    6241.884423    1986.166192    2328.198374       6951.725323
6 Nov 2020 05:03:08.300    6241.676117    1985.986451    2328.904384       6951.723424
6 Nov 2020 05:03:08.400    6241.467737    1985.806687    2329.610367       6951.721525
6 Nov 2020 05:03:08.500    6241.259282    1985.626899    2330.316322       6951.719627
6 Nov 2020 05:03:08.600    6241.050754    1985.447088    2331.022249       6951.717728
6 Nov 2020 05:03:08.700    6240.842151    1985.267253    2331.728148       6951.715830
6 Nov 2020 05:03:08.800    6240.633475    1985.087395    2332.434020       6951.713932
6 Nov 2020 05:03:08.900    6240.424724    1984.907513    2333.139864       6951.712033
6 Nov 2020 05:03:09.000    6240.215899    1984.727608    2333.845680       6951.710135
6 Nov 2020 05:03:09.100    6240.007000    1984.547679    2334.551468       6951.708237
6 Nov 2020 05:03:09.200    6239.798027    1984.367726    2335.257229       6951.706338
6 Nov 2020 05:03:09.300    6239.588980    1984.187750    2335.962961       6951.704440
6 Nov 2020 05:03:09.400    6239.379859    1984.007750    2336.668666       6951.702542
6 Nov 2020 05:03:09.500    6239.170663    1983.827727    2337.374344       6951.700644
6 Nov 2020 05:03:09.600    6238.961394    1983.647680    2338.079993       6951.698746
6 Nov 2020 05:03:09.700    6238.752051    1983.467610    2338.785614       6951.696847
6 Nov 2020 05:03:09.800    6238.542633    1983.287516    2339.491208       6951.694949
6 Nov 2020 05:03:09.900    6238.333142    1983.107398    2340.196774       6951.693051
6 Nov 2020 05:03:10.000    6238.123576    1982.927257    2340.902312       6951.691153
6 Nov 2020 05:03:10.100    6237.913937    1982.747093    2341.607822       6951.689255
6 Nov 2020 05:03:10.200    6237.704223    1982.566905    2342.313304       6951.687358
6 Nov 2020 05:03:10.300    6237.494435    1982.386693    2343.018758       6951.685460
6 Nov 2020 05:03:10.400    6237.284573    1982.206458    2343.724185       6951.683562
6 Nov 2020 05:03:10.500    6237.074637    1982.026199    2344.429583       6951.681664
6 Nov 2020 05:03:10.600    6236.864628    1981.845917    2345.134954       6951.679766
6 Nov 2020 05:03:10.700    6236.654544    1981.665611    2345.840296       6951.677868
6 Nov 2020 05:03:10.800    6236.444386    1981.485282    2346.545611       6951.675971
6 Nov 2020 05:03:10.900    6236.234154    1981.304929    2347.250898       6951.674073
6 Nov 2020 05:03:11.000    6236.023848    1981.124553    2347.956157       6951.672175
6 Nov 2020 05:03:11.100    6235.813467    1980.944153    2348.661388       6951.670278
6 Nov 2020 05:03:11.200    6235.603013    1980.763730    2349.366591       6951.668380
6 Nov 2020 05:03:11.300    6235.392485    1980.583283    2350.071766       6951.666483
6 Nov 2020 05:03:11.400    6235.181883    1980.402812    2350.776913       6951.664585
6 Nov 2020 05:03:11.500    6234.971207    1980.222319    2351.482032       6951.662688
6 Nov 2020 05:03:11.600    6234.760457    1980.041801    2352.187123       6951.660790
6 Nov 2020 05:03:11.700    6234.549632    1979.861260    2352.892186       6951.658893
6 Nov 2020 05:03:11.800    6234.338734    1979.680696    2353.597221       6951.656996
6 Nov 2020 05:03:11.900    6234.127762    1979.500108    2354.302228       6951.655098
6 Nov 2020 05:03:12.000    6233.916715    1979.319496    2355.007207       6951.653201
6 Nov 2020 05:03:12.100    6233.705595    1979.138861    2355.712158       6951.651304
6 Nov 2020 05:03:12.200    6233.494401    1978.958203    2356.417080       6951.649407
6 Nov 2020 05:03:12.300    6233.283133    1978.777521    2357.121975       6951.647509
