SatNAME,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
CALSPHERE 1             ,00900U,64063C,20302.86434574,.00000221,00000-0,22732-3,0,9990,00900,90.1617,30.5666,0.0026924,20.0267,122.7273,13.73431919
CALSPHERE 2             ,00902U,64063E,20302.50263492,.00000007,00000-0,-31394-5,0,9991,00902,90.1738,33.2684,0.0020271,81.9164,289.4239,13.52687641
LCS 1                   ,01361U,65034C,20302.53432976,.00000008,00000-0,-27972-4,0,9995,01361,32.1463,22.5649,0.0007170,270.7671,89.2005,9.89297871 
TEMPSAT 1               ,01512U,65065E,20302.56033646,.00000022,00000-0,26673-4,0,9993,01512,89.8857,224.5356,0.0067916,266.6958,267.3984,13.33430620
CALSPHERE 4A            ,01520U,65065H,20302.59678765,.00000059,00000-0,95965-4,0,9992,01520,90.0220,129.5374,0.0070886,145.3602,248.7523,13.35824731
OPS 5712 (P/L 160)      ,02826U,67053A,20302.56647540,.00000663,00000-0,19002-3,0,9993,02826,69.9278,247.4099,0.0001967,134.9944,225.1349,14.49219567
LES-5                   ,02866U,67066E,20302.47052337,-.00000104,00000-0,00000-0,0,9991,02866,2.5713,270.1823,0.0056626,0.4463,164.7952,1.094257611
SURCAL 159              ,02872U,67053F,20302.85537404,.00000001,00000-0,38161-4,0,9997,02872,69.9726,107.4595,0.0009613,277.1308,82.8706,13.98830504
OPS 5712 (P/L 153)      ,02874U,67053H,20302.79916281,-.00000011,00000-0,30587-4,0,9992,02874,69.9745,203.0730,0.0008726,327.4384,32.6182,13.96355965
SURCAL 150B             ,02909U,67053J,20302.84689744,.00000873,00000-0,18772-3,0,9994,02909,69.9470,264.1268,0.0004416,222.9230,137.1565,14.61933830
RIGIDSPHERE 2 (LCS 4)   ,05398U,71067E,20302.60395711,.00000180,00000-0,56937-4,0,9998,05398,87.6312,187.5814,0.0062660,192.1023,167.8673,14.33922234
OSCAR 7 (AO-7)          ,07530U,74089B,20302.82675656,-.00000032,00000-0,84530-4,0,9995,07530,101.8193,271.9053,0.0012452,106.3500,312.4728,12.53645846
STARLETTE               ,07646U,75010A,20302.75070432,-.00000137,00000-0,63444-5,0,9999,07646,49.8233,305.3558,0.0205660,106.4717,255.8882,13.82308074
LAGEOS 1                ,08820U,76039A,20301.86045505,-.00000014,00000-0,00000+0,0,9997,08820,109.8128,194.2854,0.0044691,22.0851,24.2662,6.386647847
UOSAT 2 (UO-11)         ,14781U,84021B,20302.73301324,.00000177,00000-0,27753-4,0,9999,14781,97.5907,308.0789,0.0009773,118.6631,241.5567,14.83203507
AJISAI (EGS)            ,16908U,86061A,20302.58009237,-.00000083,00000-0,10221-3,0,9997,16908,50.0116,354.3427,0.0011282,343.2523,129.7535,12.44492503
TDRS 3                  ,19548U,88091B,20302.48683650,-.00000302,00000-0,00000-0,0,9996,19548,14.1054,356.2447,0.0036116,318.0332,209.3298,1.002670681
COSMOS 1989 (ETALON 1)  ,19751U,89001C,20302.34689021,.00000091,00000-0,00000+0,0,9990,19751,64.1982,142.9077,0.0022848,211.0273,327.0549,2.131564202
COSMOS 2024 (ETALON 2)  ,20026U,89039C,20302.11122294,-.00000090,00000-0,00000+0,0,9997,20026,65.5133,20.6333,0.0018337,220.4478,307.0367,2.132044002
FLTSATCOM 8 (USA 46)    ,20253U,89077A,20301.77585060,-.00000084,00000-0,00000-0,0,9990,20253,13.0081,4.4870,0.0001822,174.7689,208.5927,1.002739322
LUSAT (LO-19)           ,20442U,90005G,20302.46006144,-.00000034,00000-0,39123-5,0,9999,20442,98.7074,250.2453,0.0012668,120.5361,239.7074,14.32964485
HST                     ,20580U,90037B,20302.33992741,.00000578,00000-0,24150-4,0,9995,20580,28.4686,160.7017,0.0002833,83.3905,79.4619,15.09459295
SKYNET 4C               ,20776U,90079A,20301.85710213,.00000122,00000-0,00000-0,0,9995,20776,13.9472,4.7881,0.0003472,221.2584,152.6229,1.002800191
TDRS 5                  ,21639U,91054B,20302.59774872,.00000083,00000-0,00000-0,0,9997,21639,14.3185,9.5438,0.0022027,13.4621,62.0868,1.002666281
GEOTAIL                 ,22049U,92044A,20303.02983865,-.00001764,00000-0,00000+0,0,9993,22049,33.8210,45.5521,0.5521791,173.7823,0.1850,0.19221345 
LAGEOS 2                ,22195U,92070B,20302.03248887,-.00000009,00000-0,00000+0,0,9993,22195,52.6406,127.3654,0.0137279,7.3406,151.8617,6.472942596
TDRS 6                  ,22314U,93003B,20302.05668479,-.00000297,00000-0,00000+0,0,9997,22314,14.0640,12.7084,0.0005098,91.3032,267.2829,1.002666111
SCD 1                   ,22490U,93009B,20302.37016170,.00000248,00000-0,18436-4,0,9990,22490,24.9702,293.6369,0.0042923,351.9958,151.8086,14.44588192
UFO 2 (USA 95)          ,22787U,93056A,20301.87688135,.00000123,00000-0,00000-0,0,9997,22787,11.3188,14.5410,0.0009479,232.1185,134.4716,1.00272505 
STELLA                  ,22824U,93061B,20302.81218931,-.00000043,00000-0,15863-5,0,9993,22824,98.9717,297.0298,0.0007409,83.0100,43.2201,14.27381984
EYESAT A (AO-27)        ,22825U,93061C,20302.79631263,.00000009,00000-0,21741-4,0,9990,22825,98.9265,308.6252,0.0008305,356.3553,3.7566,14.30095844
ITAMSAT (IO-26)         ,22826U,93061D,20302.75142430,.00000016,00000-0,24178-4,0,9995,22826,98.9205,308.5113,0.0008618,343.6117,16.4785,14.30432632
USA 99 (MILSTAR-1 1)    ,22988U,94009A,20302.28799199,-.00000191,00000-0,00000+0,0,9993,22988,14.3699,49.5683,0.0001817,164.5152,196.7080,1.00271824 
ASTRA 1D                ,23331U,94070A,20302.22341000,-.00000269,00000-0,00000+0,0,9998,23331,9.2879,41.4035,0.0003104,177.7131,185.3962,1.00272858 
USA 107 (DSP 17)        ,23435U,94084A,20302.19024300,-.00000167,00000-0,00000-0,0,9993,23435,14.5704,10.7461,0.0001924,122.7349,235.4247,1.00269862 
RADIO ROSTO (RS-15)     ,23439U,94085A,20302.60091441,-.00000054,00000-0,-33151-3,0,9996,23439,64.8208,30.9238,0.0152699,17.2843,343.3200,11.27568932
UFO 4 (USA 108)         ,23467U,95003A,20302.45918271,-.00000025,00000-0,00000-0,0,9991,23467,9.8701,20.2871,0.0003202,117.6800,236.7958,1.00271526 
AMSC 1                  ,23553U,95019A,20302.23955521,-.00000099,00000-0,00000-0,0,9990,23553,11.3903,30.2489,0.0000847,272.6551,73.8249,1.00272534 
TDRS 7                  ,23613U,95035B,20302.58910748,-.00000206,00000-0,00000+0,0,9994,23613,14.1685,3.3882,0.0025050,35.1892,295.8685,1.00275677 
USA 113                 ,23628U,95038A,20301.72722875,-.00000339,00000-0,00000+0,0,9997,23628,11.5562,29.1035,0.0002039,186.0680,186.9284,1.00269318 
USA 115 (MILSTAR-1 2)   ,23712U,95060A,20302.60715755,-.00000018,00000-0,00000-0,0,9998,23712,13.2741,18.8570,0.0002903,208.0930,269.0432,1.00271846 
POLAR                   ,23802U,96013A,20301.39038749,.00000066,00000-0,00000-0,0,9995,23802,78.7087,248.1519,0.6200856,278.9268,19.7487,1.298464331
INMARSAT 3-F1           ,23839U,96020A,20302.46258490,.00000059,00000-0,00000-0,0,9991,23839,6.3343,61.5878,0.0005382,144.2750,187.2169,1.00000017 
ASTRA 1F                ,23842U,96021A,20302.35327826,-.00000162,00000-0,00000+0,0,9999,23842,0.1612,83.5825,0.0003578,92.4164,349.6779,0.99117830 
MSAT M1                 ,23846U,96022A,20302.42066421,-.00000088,00000-0,00000-0,0,9991,23846,9.4625,40.7360,0.0002831,184.4186,216.0279,1.00272210 
JAS-2 (FO-29)           ,24278U,96046B,20302.78467588,-.00000062,00000-0,-27805-4,0,9994,24278,98.5892,35.1971,0.0350858,29.7866,332.2751,13.53099751
INMARSAT 3-F2           ,24307U,96053A,20302.43859502,.00000019,00000-0,00000-0,0,9992,24307,5.1914,71.0602,0.0003172,122.8222,70.6985,0.99977338 
AMC-1 (GE-1)            ,24315U,96054A,20302.60936175,.00000066,00000-0,00000-0,0,9995,24315,4.2344,77.7687,0.0003177,133.2916,274.8410,1.00272972 
INMARSAT 3-F3           ,24674U,96070A,20302.59658260,.00000034,00000-0,00000-0,0,9990,24674,5.8761,65.4451,0.0005065,151.1261,213.7209,1.00270690 
AMC-2 (GE-2)            ,24713U,97002A,20302.33609278,-.00000213,00000-0,00000-0,0,9997,24713,6.6256,59.6402,0.0005217,158.0168,215.6285,1.00270837 
INTELSAT 26 (IS-26)     ,24732U,97007A,20301.86320865,.00000003,00000-0,00000+0,0,9997,24732,9.2258,42.1944,0.0002873,188.5818,180.2970,1.00272013 
USA 130 (DSP 18)        ,24737U,97008A,20301.92383764,.00000023,00000-0,00000-0,0,9990,24737,13.6334,18.6590,0.0000634,114.7378,243.5124,1.00265842 
GALAXY 25 (G-25)        ,24812U,97026A,20302.50314963,.00000153,00000-0,00000-0,0,9998,24812,2.2350,89.2328,0.0005398,160.7506,1.3370,1.00271510 
NAVSTAR 43 (USA 132)    ,24876U,97035A,20302.06184544,.00000026,00000-0,00000-0,0,9998,24876,55.4578,178.9791,0.0045157,58.6129,301.9148,2.005617901
INTELSAT 5 (IS-5)       ,24916U,97046A,20302.46930207,.00000090,00000-0,00000-0,0,9995,24916,5.9792,64.7919,0.0003640,162.4332,202.0199,1.00271768 
FORTE                   ,24920U,97047A,20302.78472376,.00000022,00000-0,33058-4,0,9992,24920,69.9544,333.8187,0.0023849,206.5290,153.4613,14.26392339
AMC-3 (GE-3)            ,24936U,97050A,20302.48221300,-.00000261,00000-0,00000-0,0,9992,24936,3.1113,84.6408,0.0002949,128.3448,285.9119,1.00271193 
NSS-5                   ,24957U,97053A,20302.50663906,.00000105,00000-0,00000+0,0,9998,24957,6.2324,63.0156,0.0003687,145.2358,61.9428,1.00270413 
USA 134                 ,25019U,97065A,20302.42054225,-.00000061,00000-0,00000+0,0,9992,25019,10.3720,35.2152,0.0003708,275.4208,126.0443,1.00269981 
NAVSTAR 44 (USA 135)    ,25030U,97067A,20301.33068185,-.00000056,00000-0,00000-0,0,9991,25030,55.8520,242.8365,0.0019829,243.4797,297.6624,1.884382891
ASTRA 1G                ,25071U,97076A,20302.50916890,.00000018,00000-0,00000-0,0,9998,25071,4.9065,72.3863,0.0003724,143.8963,67.5730,1.00273624 
ORBCOMM FM08            ,25112U,97084A,20302.53715043,.00000154,00000-0,95127-4,0,9992,25112,45.0150,151.9830,0.0008908,6.8777,353.2192,14.39138278
ORBCOMM FM10            ,25113U,97084B,20302.73031103,.00000212,00000-0,11350-3,0,9993,25113,45.0161,152.5450,0.0006138,346.0644,14.0034,14.39126898
ORBCOMM FM11            ,25114U,97084C,20302.32179220,.00000153,00000-0,94781-4,0,9996,25114,45.0148,153.8306,0.0006919,342.0304,18.0299,14.39072130
ORBCOMM FM12            ,25115U,97084D,20302.29096498,.00000163,00000-0,98026-4,0,9995,25115,45.0155,153.6903,0.0005913,345.6514,14.4166,14.39090422
ORBCOMM FM09            ,25116U,97084E,20302.50071915,.00000176,00000-0,10224-3,0,9994,25116,45.0158,153.2380,0.0006708,329.7510,30.2951,14.39099725
ORBCOMM FM05            ,25117U,97084F,20302.06031329,.00000120,00000-0,84406-4,0,9994,25117,45.0156,155.5623,0.0003311,9.5479,350.5432,14.39079120
ORBCOMM FM06            ,25118U,97084G,20302.34782777,.00000176,00000-0,10199-3,0,9994,25118,45.0154,153.8515,0.0003309,15.5891,154.6169,14.39126753
ORBCOMM FM07            ,25119U,97084H,20302.27730620,.00000157,00000-0,96134-4,0,9990,25119,45.0148,154.4642,0.0004358,353.1114,6.9675,14.39093793
INMARSAT 3-F5           ,25153U,98006B,20302.34219929,-.00000289,00000-0,00000-0,0,9995,25153,5.0943,69.5061,0.0005314,152.6274,244.1856,1.00268750 
ORBCOMM FM04            ,25159U,98007C,20302.54186436,.00000186,00000-0,12211-3,0,9995,25159,107.9993,276.4381,0.0046760,307.3697,52.3187,14.29859368
CELESTIS-02 & TAURUS R/B,25160U,98007D,20302.81049875,-.00000095,00000-0,15373-4,0,9995,25160,107.9720,145.9522,0.0061305,50.1870,321.6244,14.21549303
UFO 8 (USA 138)         ,25258U,98016A,20302.61189274,-.00000026,00000-0,00000-0,0,9990,25258,8.8033,32.2395,0.0003230,173.4739,223.5131,1.00271382 
NOAA 15                 ,25338U,98030A,20302.75087993,.00000044,00000-0,37089-4,0,9995,25338,98.7077,327.0633,0.0009590,231.4094,128.6228,14.25995724
TECHSAT 1B (GO-32)      ,25397U,98043D,20302.41455345,-.00000005,00000-0,17027-4,0,9995,25397,98.7408,242.9666,0.0002138,58.5272,301.6115,14.23693179
ORBCOMM FM18            ,25414U,98046B,20302.50705503,.00000127,00000-0,96977-4,0,9997,25414,44.9951,238.6543,0.0002587,61.1710,298.9396,14.33049528
ORBCOMM FM19            ,25415U,98046C,20302.57601844,.00000124,00000-0,95887-4,0,9994,25415,44.9957,238.9024,0.0002246,31.8633,137.8388,14.33021552
ORBCOMM FM20            ,25416U,98046D,20302.55382140,.00000117,00000-0,93444-4,0,9997,25416,44.9954,239.2582,0.0002439,319.7090,40.3576,14.33001347
ORBCOMM FM15            ,25418U,98046F,20302.29929900,.00000131,00000-0,98246-4,0,9992,25418,44.9986,242.3443,0.0001035,80.7532,79.3179,14.33060766
ORBCOMM FM14            ,25419U,98046G,20302.58558034,.00000144,00000-0,10297-3,0,9994,25419,44.9981,240.7420,0.0001313,7.5686,162.1236,14.33075121
ORBCOMM FM13            ,25420U,98046H,20302.57383214,.00000105,00000-0,88999-4,0,9993,25420,44.9989,242.2426,0.0002580,74.7182,285.3949,14.32906889
ASTRA 2A                ,25462U,98050A,20302.50219003,.00000148,00000-0,00000+0,0,9990,25462,1.9394,91.7302,0.0002290,127.3970,27.0374,1.00277563 
ORBCOMM FM21            ,25475U,98053A,20302.77324001,.00000098,00000-0,86453-4,0,9996,25475,45.0106,324.9173,0.0002123,255.0983,104.9628,14.32997916
ORBCOMM FM23            ,25477U,98053C,20302.79944194,.00000120,00000-0,94784-4,0,9993,25477,45.0107,326.4241,0.0001273,270.9751,89.0949,14.32860423
ORBCOMM FM27            ,25481U,98053G,20302.53663852,.00000149,00000-0,10509-3,0,9992,25481,45.0080,326.8290,0.0003158,245.7351,114.3165,14.32969151
SCD 2                   ,25504U,98060A,20302.04308340,.00000237,00000-0,16121-4,0,9995,25504,24.9943,146.5415,0.0017210,5.3075,129.3833,14.44104440
ISS (ZARYA)             ,25544U,98067A,20302.83188273,.00001862,00000-0,41464-4,0,9997,25544,51.6458,47.1827,0.0001730,71.5936,74.1323,15.49348308
SWAS                    ,25560U,98071A,20302.70129659,.00000340,00000-0,40428-4,0,9998,25560,69.9002,48.3787,0.0006235,162.7324,197.4045,14.93927067
GLOBALSTAR M023         ,25621U,99004A,20302.78309500,-.00000241,00000-0,-76628-3,0,9998,25621,52.0097,166.1739,0.0009948,357.8681,77.6450,12.62395220
JCSAT-4A                ,25630U,99006A,20302.47757786,-.00000308,00000-0,00000-0,0,9990,25630,4.8913,73.1212,0.0011030,184.6010,87.5256,1.00273738 
SKYNET 4E               ,25639U,99009B,20301.99378767,-.00000036,00000-0,00000+0,0,9993,25639,10.9459,20.2490,0.0002937,200.3394,172.7442,1.00270666 
GLOBALSTAR M037         ,25652U,99012D,20302.70910516,-.00000060,00000-0,24261-3,0,9992,25652,52.0004,297.6638,0.0002287,43.1829,129.6191,12.62334880
ASIASAT 3S              ,25657U,99013A,20302.16712549,-.00000227,00000-0,00000-0,0,9991,25657,5.0767,71.5992,0.0001950,116.3913,56.6559,1.00270278 
LANDSAT 7               ,25682U,99020A,20302.48893950,.00000019,00000-0,13879-4,0,9998,25682,98.0671,1.1381,0.0001551,104.1335,256.0039,14.57182501
NIMIQ 1                 ,25740U,99027A,20302.47933420,-.00000201,00000-0,00000-0,0,9998,25740,1.4097,92.9088,0.0005339,124.4198,266.0255,1.00271730 
DLR-TUBSAT              ,25757U,99029B,20302.55418444,-.00000012,00000-0,85828-5,0,9997,25757,98.4314,230.4163,0.0015110,137.6939,222.5423,14.51427155
CXO                     ,25867U,99040B,20304.03504416,.00000789,00000-0,00000+0,0,9995,25867,60.0926,263.2852,0.7949128,226.8125,0.3787,0.37802827 
ABS-7                   ,25894U,99046A,20302.76021545,-.00000313,00000-0,00000+0,0,9990,25894,1.2888,93.5822,0.0005035,124.3775,197.7591,1.00144491 
ABS-6                   ,25924U,99053A,20302.74365917,-.00000122,00000-0,00000+0,0,9992,25924,0.0517,76.9577,0.0001929,164.0033,223.3133,1.00272170 
NAVSTAR 46 (USA 145)    ,25933U,99055A,20302.59019088,-.00000110,00000-0,00000-0,0,9990,25933,52.3534,24.2775,0.0155374,118.4453,203.0420,2.005574881
TELSTAR 12 (ORION 2)    ,25949U,99059A,20302.47479795,-.00000064,00000-0,00000-0,0,9991,25949,3.6177,82.7072,0.0004871,142.6654,233.6583,1.00272340 
AMC-4 (GE-4)            ,25954U,99060A,20302.68503660,.00000085,00000-0,00000+0,0,9992,25954,0.0504,80.7223,0.0002748,133.4680,295.0288,1.00273105 
UFO 10 (USA 146)        ,25967U,99063A,20302.06139552,-.00000186,00000-0,00000-0,0,9990,25967,8.0140,35.2414,0.0002306,140.0513,221.2052,1.00270057 
ORBCOMM FM30            ,25980U,99065A,20302.80917013,.00000114,00000-0,92479-4,0,9990,25980,45.0315,140.8233,0.0005198,210.3002,149.7544,14.32926324
ORBCOMM FM31            ,25981U,99065B,20302.79660240,.00000145,00000-0,10348-3,0,9994,25981,45.0228,135.7355,0.0002515,238.6800,121.3800,14.32937878
ORBCOMM FM32            ,25982U,99065C,20302.82361166,.00000091,00000-0,85075-4,0,9994,25982,45.0165,140.6957,0.0005005,245.9779,114.0543,14.32134870
ORBCOMM FM33            ,25983U,99065D,20302.43459657,.00000066,00000-0,71932-4,0,9994,25983,45.0308,83.0262,0.0009226,222.5852,154.8778,14.35176023
ORBCOMM FM36            ,25984U,99065E,20302.31149341,-.00000055,00000-0,31087-4,0,9994,25984,45.0368,146.5239,0.0003439,110.3258,249.7959,14.32916486
ORBCOMM FM35            ,25985U,99065F,20302.60021297,.00000100,00000-0,87437-4,0,9996,25985,45.0393,146.5108,0.0002203,256.6315,103.4286,14.32970604
XMM-NEWTON              ,25989U,99066A,20303.17279384,-.00000252,00000-0,00000+0,0,9991,25989,71.0576,317.5361,0.6928529,92.2215,359.8373,0.50137893 
DMSP 5D-3 F15 (USA 147) ,25991U,99067A,20302.81566213,-.00000047,00000-0,-79710-6,0,9999,25991,98.9875,275.3048,0.0010826,82.1163,35.4833,14.16469553
TERRA                   ,25994U,99068A,20302.82651162,.00000061,00000-0,23562-4,0,9998,25994,98.2023,15.1816,0.0001363,86.9260,45.5904,14.57111094
CELESTIS-03 & TAURUS R/B,26034U,99070C,20302.59601816,.00003581,00000-0,22128-3,0,9998,26034,98.2569,245.7485,0.0012417,356.7406,3.3738,15.10546476
GALAXY 11 (G-11)        ,26038U,99071A,20302.60051316,-.00000164,00000-0,00000-0,0,9996,26038,1.5372,95.2991,0.0000623,158.8258,266.3900,1.00271788 
USA 148                 ,26052U,00001A,20302.59986602,.00000042,00000-0,00000-0,0,9994,26052,8.6142,45.8539,0.0000942,126.8177,260.9395,1.00273615 
GLOBALSTAR M063         ,26081U,00008A,20302.29568715,-.00000095,00000-0,-18201-3,0,9996,26081,51.9947,249.8059,0.0004620,319.3176,188.9016,11.86124939
MTI                     ,26102U,00014A,20302.65305329,.00008222,00000-0,11539-3,0,9992,26102,97.4837,191.4074,0.0009199,93.2651,266.9658,15.56966367
ASIASTAR                ,26107U,00016A,20302.56438284,-.00000334,00000-0,00000-0,0,9991,26107,4.3100,76.2632,0.0004517,139.8332,129.4919,1.00272826 
IMAGE                   ,26113U,00017A,20302.61180939,-.00000110,00000-0,-53354-3,0,9992,26113,94.9171,278.6279,0.7675937,166.4344,242.5823,1.686441411
USA 149 (DSP 20)        ,26356U,00024A,20302.60068197,.00000101,00000-0,00000-0,0,9994,26356,11.6447,25.4945,0.0001857,251.5804,171.8652,1.00289507 
NAVSTAR 47 (USA 150)    ,26360U,00025A,20302.52191829,.00000030,00000-0,00000-0,0,9991,26360,53.6139,103.6334,0.0056948,159.1875,153.6614,2.005644671
EUTELSAT 80A            ,26369U,00028A,20302.51160721,.00000120,00000-0,00000-0,0,9999,26369,3.6940,80.1830,0.0004746,132.6782,56.9005,1.00272328 
TDRS 8                  ,26388U,00034A,20301.79647314,-.00000230,00000-0,00000+0,0,9996,26388,9.4351,46.6205,0.0013312,318.6753,46.9547,1.00264068 
NAVSTAR 48 (USA 151)    ,26407U,00040A,20302.15383861,-.00000036,00000-0,00000-0,0,9995,26407,55.8978,296.9310,0.0186316,280.6476,87.9310,2.005646551
CLUSTER II-FM7 (SAMBA)  ,26410U,00041A,20302.79178410,.00000377,00000-0,00000-0,0,9999,26410,132.1621,342.6599,0.4561386,186.6261,0.8374,0.44213517 
CLUSTER II-FM6 (SALSA)  ,26411U,00041B,20305.13152041,.00000380,00000-0,00000+0,0,9996,26411,132.3612,344.1164,0.5927448,192.1521,0.8890,0.44251404 
INTELSAT 9 (IS-9)       ,26451U,00043A,20302.31091076,-.00000287,00000-0,00000-0,0,9997,26451,5.9678,64.9907,0.0002722,157.8169,236.2641,1.00271538 
CLUSTER II-FM5 (RUMBA)  ,26463U,00045A,20302.85798667,.00000367,00000-0,00000-0,0,9999,26463,136.0055,343.8546,0.5516704,191.9977,1.0372,0.44216265 
CLUSTER II-FM8 (TANGO)  ,26464U,00045B,20302.78951640,.00000377,00000-0,00000-0,0,9995,26464,132.1547,342.6587,0.4559013,186.6099,0.8591,0.44220268 
BRASILSAT B4            ,26469U,00046A,20302.47820014,-.00000172,00000-0,00000+0,0,9990,26469,4.2822,77.4794,0.0002895,135.8924,264.1041,1.00271676 
ASTRA 2B                ,26494U,00054A,20302.14156536,.00000117,00000-0,00000+0,0,9990,26494,4.8064,73.0018,0.0004759,148.3860,246.1544,1.00275258 
NSS-11 (AAP-1)          ,26554U,00059A,20302.74706137,.00000022,00000-0,00000+0,0,9991,26554,0.0159,99.0551,0.0003341,146.6270,236.7940,1.00268758 
USA 153                 ,26575U,00065A,20302.66697875,-.00000323,00000-0,00000+0,0,9995,26575,8.1116,49.1393,0.0001017,177.1827,185.6791,1.00270222 
AMC-6 (GE-6)            ,26580U,00067A,20302.68425147,.00000101,00000-0,00000+0,0,9999,26580,0.0212,96.8089,0.0003333,142.5113,265.4990,1.00278234 
INTELSAT 12 (IS-12)     ,26590U,00068A,20302.43763543,.00000011,00000-0,00000-0,0,9990,26590,3.2404,85.0287,0.0005068,157.5341,16.4815,1.00272576 
INTELSAT 1R (IS-1R)     ,26608U,00072A,20302.59355142,-.00000138,00000-0,00000-0,0,9995,26608,2.9998,85.5730,0.0001073,344.1474,338.4738,1.00271724 
ANIK F1                 ,26624U,00076A,20302.47514687,-.00000078,00000-0,00000-0,0,9998,26624,0.0316,130.1618,0.0003449,39.7702,291.1199,1.00271766 
ASTRA 2D                ,26638U,00081A,20302.50794760,.00000063,00000-0,00000-0,0,9998,26638,6.0581,63.9514,0.0002042,152.3657,61.1009,1.00270511 
AMC-8 (GE-8)            ,26639U,00081B,20302.68503660,.00000086,00000-0,00000+0,0,9999,26639,0.9749,94.4366,0.0002901,134.0520,280.6335,1.00271411 
NAVSTAR 50 (USA 156)    ,26690U,01004A,20302.18799296,.00000043,00000-0,00000-0,0,9993,26690,53.5187,109.0584,0.0000116,2.7877,356.3709,1.915955471
ODIN                    ,26702U,01007A,20302.55142155,.00000014,00000-0,49327-5,0,9995,26702,97.5506,317.2691,0.0011421,164.3852,195.7731,15.08149826
USA 157 (MILSTAR-2 2)   ,26715U,01009A,20302.65110299,-.00000215,00000-0,00000+0,0,9999,26715,9.4535,29.9201,0.0003175,213.2761,175.5811,1.00401796 
EUTELSAT 133 WEST A     ,26719U,01011A,20302.47008719,.00000076,00000-0,00000-0,0,9994,26719,2.2729,87.8484,0.0005095,121.4199,224.4311,1.00270188 
BSAT-2A                 ,26720U,01011B,20301.87079819,-.00000118,00000-0,00000-0,0,9996,26720,6.3791,62.5226,0.0003905,163.5680,225.9860,0.99175890 
INTELSAT 10 (IS-10)     ,26766U,01019A,20302.50602841,.00000123,00000-0,00000-0,0,9997,26766,4.1907,78.0186,0.0003864,147.4322,41.5546,1.00273684 
INTELSAT 901 (IS-901)   ,26824U,01024A,20302.36091300,-.00000207,00000-0,00000+0,0,9997,26824,0.0207,107.3275,0.0001150,120.7075,271.5712,1.00267964 
ASTRA 2C                ,26853U,01025A,20302.50131767,.00000135,00000-0,00000-0,0,9998,26853,3.1370,84.4140,0.0003190,129.4336,27.6325,1.00271115 
ICO F2                  ,26857U,01026A,20300.45553543,-.00000059,00000-0,00000-0,0,9991,26857,44.9991,359.3142,0.0017245,260.2388,99.6119,3.924026211
USA 159 (DSP 21)        ,26880U,01033A,20302.12778207,-.00000298,00000-0,00000-0,0,9992,26880,10.8899,29.4918,0.0002122,243.6077,120.1717,1.00261137 
INTELSAT 902 (IS-902)   ,26900U,01039A,20302.70196037,-.00000284,00000-0,00000+0,0,9994,26900,0.9334,95.2254,0.0003088,123.3028,21.6150,1.00272560 
PCSAT (NO-44)           ,26931U,01043C,20302.07252792,-.00000014,00000-0,26553-4,0,9991,26931,67.0502,160.1539,0.0006776,276.0302,84.0027,14.30592120
PROBA-1                 ,26958U,01049B,20302.86483533,-.00000482,00000-0,-35849-4,0,9990,26958,97.7360,255.7248,0.0072584,173.8695,186.3444,14.95554514
BIRD 2                  ,26959U,01049C,20302.74750675,.00002217,00000-0,61667-4,0,9995,26959,97.8310,345.2168,0.0007709,353.7759,6.3388,15.38039885
TIMED                   ,26998U,01055B,20302.70134776,.00000189,00000-0,24499-4,0,9997,26998,74.0746,27.9329,0.0000721,318.8374,41.2752,14.88226662
MAROC-TUBSAT            ,27004U,01056D,20302.34913319,-.00000038,00000-0,70776-5,0,9999,27004,99.5380,74.5302,0.0020289,34.6713,352.3259,13.70142968
COSMOS 2385             ,27056U,01058B,20302.42842990,.00000015,00000-0,28294-4,0,9994,27056,82.5329,95.7803,0.0005733,186.9824,173.1187,12.60512347
COSMOS 2386             ,27057U,01058C,20302.75983895,.00000020,00000-0,53094-4,0,9993,27057,82.5411,91.2495,0.0001513,79.2450,280.8819,12.61557657
USA 164 (MILSTAR-2 3)   ,27168U,02001A,20301.99753882,.00000099,00000-0,00000+0,0,9991,27168,8.9002,31.3777,0.0002784,177.2403,206.2415,1.00274216 
RHESSI                  ,27370U,02004A,20302.47843999,.00003126,00000-0,99047-4,0,9990,27370,38.0325,86.0073,0.0012409,337.4186,22.6038,15.33308896
ECHOSTAR 7              ,27378U,02006A,20302.47287875,-.00000004,00000-0,00000-0,0,9995,27378,0.0615,87.7026,0.0001607,110.3013,250.7056,1.00272529 
INTELSAT 904 (IS-904)   ,27380U,02007A,20302.41887970,-.00000216,00000-0,00000+0,0,9999,27380,1.7720,91.9607,0.0003435,129.8469,296.7290,1.00272372 
TDRS 9                  ,27389U,02011A,20302.35347850,-.00000286,00000-0,00000+0,0,9991,27389,7.7656,66.1948,0.0023965,277.1607,118.7335,1.00277612 
JCSAT-2A                ,27399U,02015A,20302.44967399,-.00000349,00000-0,00000-0,0,9993,27399,3.2129,84.1947,0.0002163,114.7950,124.7246,1.00391912 
ASTRA 3A                ,27400U,02015B,20302.40719007,-.00000203,00000-0,00000+0,0,9991,27400,6.1824,62.7396,0.0001799,149.4163,244.8606,1.00274366 
NSS-7                   ,27414U,02019A,20302.20542206,-.00000158,00000-0,00000-0,0,9993,27414,4.5303,75.7890,0.0002579,156.1928,219.0050,1.00271840 
