SatNAME,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
ARABSAT-5C              ,37810U,11049B,20303.50551552,.00000124,00000-0,00000-0,0,9997,37810,0.0675,32.4242,0.0004905,172.8607,34.9821,1.00272969 
EUTELSAT 7 WEST A       ,37816U,11051A,20303.41577038,-.00000060,00000-0,00000-0,0,9993,37816,0.1061,62.2435,0.0008034,134.6776,343.6781,1.00272373 
TACSAT 4                ,37818U,11052A,20303.41148513,.00000666,00000-0,75030-3,0,9997,37818,63.1228,50.6480,0.4631637,227.9204,127.8818,6.027365491
QUETZSAT 1              ,37826U,11054A,20303.44825167,-.00000241,00000-0,00000-0,0,9990,37826,0.0212,308.0437,0.0002835,268.5020,266.0902,1.00271608 
INTELSAT 18 (IS-18)     ,37834U,11056A,20303.30295815,.00000052,00000-0,00000-0,0,9996,37834,0.0201,262.7317,0.0001944,302.5666,121.8710,1.00270958 
EUTELSAT 16A            ,37836U,11057A,20303.79424562,.00000106,00000-0,00000+0,0,9994,37836,0.0709,20.3899,0.0004653,197.8489,122.2849,1.00272193 
MEGHA-TROPIQUES         ,37838U,11058A,20303.28451534,.00000268,00000-0,25801-5,0,9991,37838,19.9774,284.3889,0.0008870,230.9307,129.0308,14.09671773
JUGNU                   ,37839U,11058B,20303.36467700,.00000333,00000-0,35722-4,0,9998,37839,19.9599,190.6668,0.0018948,65.0670,92.3486,14.12692981
SRMSAT                  ,37841U,11058D,20303.56398273,.00000305,00000-0,22422-4,0,9993,37841,19.9719,256.5640,0.0011652,276.9488,238.9913,14.10677455
VIASAT-1                ,37843U,11059A,20303.56281406,-.00000022,00000-0,00000-0,0,9996,37843,0.0255,246.0098,0.0002576,322.9810,276.8571,1.00269047 
GSAT0101 (GALILEO-PFM)  ,37846U,11060A,20303.28001743,-.00000093,00000-0,00000-0,0,9992,37846,56.7110,37.6121,0.0000953,315.5149,44.4846,1.70475455 
GSAT0102 (GALILEO-FM2)  ,37847U,11060B,20303.20042659,-.00000093,00000-0,00000+0,0,9995,37847,56.7116,37.6137,0.0002917,290.1137,67.1755,1.70475594 
SUOMI NPP               ,37849U,11061A,20303.62709597,.00000013,00000-0,26784-4,0,9998,37849,98.7117,239.6642,0.0000744,104.1582,68.9663,14.19558369
M-CUBED & EXP-1 PRIME   ,37855U,11061F,20303.40637250,.00001323,00000-0,72102-4,0,9997,37855,101.7269,100.9830,0.0169844,37.2836,324.0025,15.06681574
COSMOS 2476 [GLONASS-M] ,37867U,11064A,20303.40464850,.00000093,00000-0,00000-0,0,9994,37867,64.5397,142.6255,0.0018426,232.6780,280.6429,2.13101873 
COSMOS 2477 [GLONASS-M] ,37868U,11064B,20300.85130288,.00000082,00000-0,00000-0,0,9994,37868,64.5462,142.7708,0.0015912,233.6005,299.3366,2.13101759 
COSMOS 2475 [GLONASS-M] ,37869U,11064C,20301.57810406,.00000088,00000-0,00000-0,0,9998,37869,64.5553,142.7483,0.0019380,257.6344,70.4056,2.13102087 
YAOGAN 12               ,37875U,11066B,20303.77457502,.00001343,00000-0,58995-4,0,9990,37875,97.3795,17.0430,0.0010052,27.1638,86.4313,15.23593665
CHUANGXIN 1-03 (CX-1-03),37930U,11068A,20303.44575924,-.00000012,00000-0,12657-4,0,9995,37930,98.6464,290.0890,0.0015626,26.4410,333.7565,14.29790129
SHIYAN 4 (SY-4)         ,37931U,11068B,20303.82260971,.00000019,00000-0,24366-4,0,9997,37931,98.6513,290.5928,0.0024440,54.4954,305.8509,14.29817988
ASIASAT 7               ,37933U,11069A,20303.79198005,-.00000332,00000-0,00000+0,0,9997,37933,0.0234,143.7557,0.0001652,29.4894,255.9729,1.00272313 
YAOGAN 13               ,37941U,11072A,20303.75844500,.00000937,00000-0,48764-4,0,9998,37941,97.5638,239.2878,0.0001323,14.9143,72.2928,15.18494894
BEIDOU 10               ,37948U,11073A,20303.44889938,-.00000149,00000-0,10000-3,0,9993,37948,51.3541,296.3434,0.0071162,216.8435,142.0585,1.00265511 
LUCH 5A                 ,37951U,11074B,20303.32558872,-.00000041,00000-0,00000-0,0,9992,37951,3.5648,111.1061,0.0002670,63.7304,147.5802,1.00275576 
SSOT                    ,38011U,11076E,20303.81342312,.00000155,00000-0,26133-4,0,9990,38011,97.8556,18.5166,0.0001397,77.2979,282.8384,14.81976859
PLEIADES 1A             ,38012U,11076F,20303.09561032,-.00000045,00000-0,60657-7,0,9994,38012,98.1891,15.7138,0.0001627,81.4003,278.7385,14.58558910
NIGCOMSAT 1R            ,38014U,11077A,20303.77202462,.00000146,00000-0,00000+0,0,9990,38014,0.0169,258.1896,0.0001866,255.6550,205.1311,1.00271795 
ZIYUAN 1-02C (ZY 1-02C) ,38038U,11079A,20303.74694028,.00000045,00000-0,31421-4,0,9992,38038,98.6743,357.3505,0.0006362,222.4733,137.5957,14.35294161
GLOBALSTAR M084         ,38040U,11080A,20303.32887877,-.00000080,00000-0,13374-3,0,9993,38040,51.9987,159.1207,0.0000695,93.1813,77.9077,12.62266074
GLOBALSTAR M080         ,38041U,11080B,20303.83777340,-.00000074,00000-0,16674-3,0,9992,38041,52.0038,158.5863,0.0000696,96.5165,346.4804,12.62267544
GLOBALSTAR M082         ,38042U,11080C,20303.52987328,-.00000101,00000-0,18070-4,0,9992,38042,52.0058,114.7884,0.0001239,90.6334,333.1345,12.62268411
GLOBALSTAR M092         ,38043U,11080D,20303.44800391,-.00000102,00000-0,84827-5,0,9993,38043,52.0076,205.3205,0.0000700,51.4794,119.9113,12.62268868
GLOBALSTAR M090         ,38044U,11080E,20303.46905572,-.00000102,00000-0,12088-4,0,9992,38044,51.9868,110.9625,0.0001030,102.7889,284.9176,12.62265497
GLOBALSTAR M086         ,38045U,11080F,20303.50044639,-.00000096,00000-0,43675-4,0,9994,38045,51.9881,111.2863,0.0001626,151.6652,258.9328,12.62264540
ZIYUAN 3-1 (ZY 3-1)     ,38046U,12001A,20303.79557848,.00001127,00000-0,53362-4,0,9990,38046,97.4073,15.9500,0.0004600,80.0208,58.9149,15.21359144
FENGYUN 2F              ,38049U,12002A,20303.81099964,-.00000353,00000-0,00000+0,0,9994,38049,2.3702,83.0517,0.0001408,358.1111,1.5815,1.00266390 
WGS F4 (USA 233)        ,38070U,12003A,20303.74893309,-.00000213,00000-0,00000+0,0,9991,38070,0.0189,223.7509,0.0001169,321.0981,211.7196,1.00270810 
LARES                   ,38077U,12006A,20303.17548826,-.00000037,00000-0,66248-5,0,9995,38077,69.4939,205.8004,0.0009795,198.6719,161.3946,12.54931098
SES-4                   ,38087U,12007A,20303.42688187,-.00000168,00000-0,00000-0,0,9994,38087,0.0205,303.9879,0.0002417,276.3931,309.5383,1.00271187 
BEIDOU 11               ,38091U,12008A,20303.58498749,.00000059,00000-0,00000-0,0,9998,38091,1.7593,69.8211,0.0002643,217.5727,20.2655,1.00272132 
MUOS-1                  ,38093U,12009A,20303.57528177,-.00000126,00000-0,00000-0,0,9995,38093,2.5406,12.4172,0.0050477,356.6736,136.3815,1.00273134 
INTELSAT 22 (IS-22)     ,38098U,12011A,20303.51589660,-.00000059,00000-0,00000-0,0,9996,38098,0.0146,272.2595,0.0002845,301.7055,82.1851,1.00271988 
APSTAR 7                ,38107U,12013A,20303.75622225,-.00000100,00000-0,00000+0,0,9996,38107,0.0125,207.2063,0.0003310,20.9996,159.0923,1.00271894 
YAHSAT 1B               ,38245U,12016A,20303.55257873,.00000127,00000-0,00000-0,0,9992,38245,0.0243,241.4450,0.0001950,330.0742,73.3428,1.00268438 
BEIDOU 12               ,38250U,12018A,20303.13090628,-.00000107,00000-0,10000-3,0,9990,38250,56.7497,13.2546,0.0023887,240.9058,121.5597,1.86234245 
BEIDOU 13               ,38251U,12018B,20303.07701321,-.00000107,00000-0,00000-0,0,9999,38251,56.6744,12.6197,0.0014972,241.3558,129.7929,1.86232520 
AEHF-2 (USA 235)        ,38254U,12019A,20303.48806833,-.00000273,00000-0,00000-0,0,9996,38254,2.2174,51.0495,0.0003614,118.8038,336.4668,1.00277856 
TIANHUI 1-02            ,38256U,12020A,20303.76680794,.00001085,00000-0,48567-4,0,9992,38256,97.4313,65.8928,0.0014249,218.4475,279.3346,15.23360514
YAOGAN 14               ,38257U,12021A,20303.83537956,.00001262,00000-0,55794-4,0,9990,38257,97.4635,74.9957,0.0002038,89.7147,59.8138,15.23556514
JCSAT-13                ,38331U,12023A,20303.38266253,-.00000356,00000-0,00000-0,0,9994,38331,0.0091,255.8440,0.0002834,314.0658,90.0378,1.00270835 
VINASAT-2               ,38332U,12023B,20303.53521557,-.00000329,00000-0,00000-0,0,9993,38332,0.0115,264.7124,0.0001945,317.3969,140.7239,1.00267208 
GCOM-W1 (SHIZUKU)       ,38337U,12025A,20303.45787884,.00000069,00000-0,25438-4,0,9994,38337,98.2026,241.4859,0.0000172,251.3001,219.6499,14.57116036
ARIRANG-3 (KOMPSAT-3)   ,38338U,12025B,20303.78043366,.00000068,00000-0,22946-4,0,9991,38338,98.1600,240.2805,0.0011027,81.2007,279.0439,14.61882921
SDS-4                   ,38339U,12025C,20303.68204422,.00000065,00000-0,19336-4,0,9999,38339,98.3321,347.1342,0.0007500,5.8780,354.2513,14.70592363
NIMIQ 6                 ,38342U,12026A,20303.50946267,-.00000173,00000-0,00000-0,0,9990,38342,0.0233,108.1332,0.0002646,109.9382,272.5382,1.00268964 
CHINASAT 2A (ZX 2A)     ,38352U,12028A,20303.52113075,-.00000292,00000-0,00000-0,0,9990,38352,0.0283,309.3270,0.0003452,2.3535,12.4872,1.00269013 
YAOGAN 15               ,38354U,12029A,20303.75980473,-.00000039,00000-0,18714-4,0,9996,38354,100.5967,83.6502,0.0024948,267.2283,92.5976,13.18259742
INTELSAT 19 (IS-19)     ,38356U,12030A,20303.55604993,-.00000056,00000-0,00000-0,0,9992,38356,0.0135,233.6877,0.0003180,340.5621,190.2601,1.00270999 
NUSTAR                  ,38358U,12031A,20302.60312941,.00001090,00000-0,40101-4,0,9997,38358,6.0275,21.7798,0.0011703,6.5815,353.4467,14.88365932
ECHOSTAR 17             ,38551U,12035A,20303.56953850,-.00000075,00000-0,00000-0,0,9995,38551,0.0186,248.3934,0.0002035,331.5278,276.3938,1.00271718 
METEOSAT-10 (MSG-3)     ,38552U,12035B,20303.30396514,.00000059,00000-0,00000+0,0,9996,38552,1.2947,349.1922,0.0001131,229.9078,297.7003,1.00275590 
SES-5                   ,38652U,12036A,20303.33105163,.00000033,00000-0,00000-0,0,9992,38652,0.0205,104.1046,0.0002168,119.3138,298.8447,1.00268607 
KANOPUS-V 1             ,38707U,12039A,20303.60114675,.00001150,00000-0,57650-4,0,9992,38707,97.4570,220.8192,0.0001774,76.6988,44.8228,15.19348459
BKA 2                   ,38708U,12039B,20303.75704248,.00000389,00000-0,21142-4,0,9990,38708,97.3681,207.2826,0.0001311,75.3880,347.8069,15.19995424
EXACTVIEW-1 (ADS-1B)    ,38709U,12039C,20303.60190945,-.00000030,00000-0,77583-5,0,9993,38709,99.0950,341.5512,0.0010686,333.3363,26.7262,14.24028266
TET-1                   ,38710U,12039D,20303.57339629,.00004925,00000-0,83590-4,0,9995,38710,97.5899,338.5356,0.0003645,76.3328,283.8329,15.52004311
MKA-PN 1                ,38711U,12039E,20303.55037502,.00000012,00000-0,25564-4,0,9999,38711,99.0920,340.8768,0.0011094,334.4413,25.6215,14.24306030
TIANLIAN 1-03           ,38730U,12040A,20303.79424563,.00000127,00000-0,00000+0,0,9995,38730,0.5411,100.9559,0.0002783,248.1176,355.6058,1.00275947 
COSMOS 2481             ,38733U,12041A,20303.52356215,.00000032,00000-0,16240-3,0,9990,38733,82.4706,277.3802,0.0017253,235.7609,124.1840,12.42382125
GONETS-M 3              ,38734U,12041B,20303.48019939,.00000027,00000-0,12168-3,0,9994,38734,82.4711,272.8625,0.0015187,243.9075,116.0443,12.44814193
GONETS-M 4              ,38736U,12041D,20303.80075033,.00000031,00000-0,14997-3,0,9996,38736,82.4752,275.5128,0.0023456,223.4647,136.4593,12.43818365
INTELSAT 20 (IS-20)     ,38740U,12043A,20303.75674306,-.00000023,00000-0,00000+0,0,9993,38740,0.0111,225.3115,0.0002550,319.0250,195.1585,1.00271179 
HYLAS 2                 ,38741U,12043B,20303.35257697,.00000154,00000-0,00000-0,0,9995,38741,0.0162,271.1012,0.0002012,284.0379,0.9713,1.00269986 
TELKOM 3                ,38744U,12044A,20303.78159313,.00246033,21276-4,99734-3,0,9997,38744,49.8651,43.5993,0.0423688,2.7645,357.5508,15.14993895
EXPRESS-MD2             ,38745U,12044B,20303.50139293,.00008667,27992-5,23156-3,0,9999,38745,49.8819,127.2212,0.2198899,348.4457,7.2785,11.05539131
INTELSAT 21 (IS-21)     ,38749U,12045A,20303.50115054,-.00000284,00000-0,00000-0,0,9997,38749,0.0130,259.9817,0.0002316,310.4144,310.3460,1.00273000 
SPOT 6                  ,38755U,12047A,20303.04096825,-.00000045,00000-0,-16668-7,0,9999,38755,98.1528,7.4446,0.0001177,82.8895,277.2440,14.58571096
AEROCUBE 4.5A           ,38767U,12048K,20303.77248964,.00000631,00000-0,67103-4,0,9992,38767,64.6660,176.3072,0.0134134,87.5601,274.0859,14.92420383
AEROCUBE 4.5B           ,38768U,12048L,20303.51702311,.00000902,00000-0,82976-4,0,9992,38768,64.6660,143.2634,0.0124349,82.4429,279.0790,14.96143709
METOP-B                 ,38771U,12049A,20303.65918872,.00000014,00000-0,26380-4,0,9994,38771,98.7143,0.9661,0.0001191,21.3115,95.4178,14.21484906
BEIDOU 15               ,38775U,12050B,20303.57549359,.00000077,00000-0,00000-0,0,9997,38775,55.1081,131.7714,0.0012891,325.6653,216.6598,1.86232254 
ASTRA 2F                ,38778U,12051A,20303.50717300,.00000150,00000-0,00000-0,0,9999,38778,0.0519,224.6883,0.0004675,359.9784,24.4131,1.00272810 
GSAT-10                 ,38779U,12051B,20303.58997878,-.00000165,00000-0,00000-0,0,9995,38779,0.0778,90.8167,0.0002228,157.1963,85.7843,1.00271591 
VRSS-1                  ,38782U,12052A,20303.78672277,.00000037,00000-0,12454-4,0,9992,38782,97.7471,358.9023,0.0018746,87.1516,273.1832,14.76018646
NAVSTAR 67 (USA 239)    ,38833U,12053A,20302.68425362,-.00000042,00000-0,00000-0,0,9996,38833,53.6186,227.8461,0.0102342,38.5596,322.1699,2.00568076 
GSAT0103 (GALILEO-FM3)  ,38857U,12055A,20300.97571366,.00000046,00000-0,00000-0,0,9993,38857,54.9965,158.1617,0.0001285,256.7268,103.3575,1.70473914 
GSAT0104 (GALILEO-FM4)  ,38858U,12055B,20302.08328005,.00000054,00000-0,00000-0,0,9997,38858,54.9978,158.1304,0.0000107,329.7393,30.3638,1.70473901 
SJ-9A                   ,38860U,12056A,20303.71980279,.00000109,00000-0,21059-4,0,9991,38860,97.6613,345.3506,0.0029913,154.6771,205.5899,14.79574866
SJ-9B                   ,38861U,12056B,20303.57561551,.00000135,00000-0,23510-4,0,9997,38861,97.6795,353.1104,0.0018915,149.8970,210.3343,14.81543887
INTELSAT 23 (IS-23)     ,38867U,12057A,20303.47283541,-.00000284,00000-0,00000-0,0,9994,38867,0.0135,252.6404,0.0001808,313.5574,309.3030,1.00270706 
BEIDOU 16               ,38953U,12059A,20303.59004718,-.00000174,00000-0,00000-0,0,9990,38953,1.4174,84.3858,0.0006701,256.3798,354.0556,1.00273138 
LUCH 5B                 ,38977U,12061A,20303.71364428,-.00000129,00000-0,00000+0,0,9999,38977,6.0274,66.7471,0.0002431,126.4471,85.9726,1.00271550 
YAMAL 300K              ,38978U,12061B,20303.55826900,.00000072,00000-0,00000-0,0,9997,38978,0.0227,153.0074,0.0000171,301.4820,327.8203,1.00274152 
STAR ONE C3             ,38991U,12062A,20303.45033528,-.00000248,00000-0,00000-0,0,9994,38991,0.0119,138.6622,0.0003490,97.8608,248.8273,1.00268069 
EUTELSAT 21B            ,38992U,12062B,20303.79424562,.00000132,00000-0,00000+0,0,9994,38992,0.0713,21.0669,0.0002335,193.0850,131.9509,1.00272247 
MERIDIAN 6              ,38995U,12063A,20302.82197852,.00000141,00000-0,00000-0,0,9991,38995,65.3166,218.0564,0.6462868,260.0343,26.5318,2.00576385 
HUANJING 1C (HJ-1C)     ,38997U,12064A,20303.85203628,.00003242,00000-0,75842-4,0,9992,38997,97.1442,331.4344,0.0007913,232.4254,300.4188,15.42832640
FENGNIAO 1 (FN-1)       ,38998U,12064B,20303.64674470,.00001902,00000-0,44584-4,0,9997,38998,97.2153,333.6330,0.0004093,286.5084,73.5714,15.43336355
ECHOSTAR 16             ,39008U,12065A,20303.48928963,-.00000281,00000-0,00000-0,0,9993,39008,0.0226,242.0575,0.0002324,333.7400,297.1177,1.00271066 
YAOGAN 16A              ,39011U,12066A,20303.41823376,-.00000053,00000-0,51931-4,0,9993,39011,63.3704,191.6354,0.0259717,12.7559,347.9871,13.45198516
YAOGAN 16B              ,39012U,12066B,20303.41875330,-.00000030,00000-0,83480-4,0,9990,39012,63.3714,191.7299,0.0259860,12.5823,348.1527,13.45196072
YAOGAN 16C              ,39013U,12066C,20303.41775787,-.00000084,00000-0,86193-5,0,9990,39013,63.3720,191.0738,0.0259689,12.3203,348.4012,13.45202378
CHINASAT 12 (ZX 12)     ,39017U,12067A,20303.51903709,-.00000206,00000-0,00000-0,0,9997,39017,0.0114,221.4995,0.0003658,348.5591,102.6038,1.00269602 
PLEIADES 1B             ,39019U,12068A,20303.81596370,-.00000033,00000-0,26682-5,0,9992,39019,98.1875,16.4610,0.0001465,87.2315,272.9043,14.58554894
EUTELSAT 70B            ,39020U,12069A,20303.79382582,-.00000042,00000-0,00000+0,0,9990,39020,0.0815,47.1288,0.0006165,158.9666,188.7887,1.00272786 
YAMAL 402               ,39022U,12070A,20303.60337291,.00000086,00000-0,00000-0,0,9999,39022,0.0155,276.1739,0.0002890,311.5179,82.8359,1.00273331 
GOKTURK 2               ,39030U,12073A,20303.69666338,.00000035,00000-0,13017-4,0,9997,39030,97.9297,188.3663,0.0002792,78.3794,281.7730,14.72770287
SKYNET 5D               ,39034U,12075A,20303.51205822,.00000099,00000-0,00000-0,0,9995,39034,0.0775,4.3529,0.0003767,209.4570,61.6021,1.00271355 
MEXSAT 3                ,39035U,12075B,20303.62662230,-.00000025,00000-0,00000-0,0,9998,39035,0.0125,204.3980,0.0002550,351.5523,313.2525,1.00272412 
COSMOS 2482             ,39057U,13001A,20303.51965207,.00000038,00000-0,20395-3,0,9995,39057,82.5003,59.7839,0.0027442,189.5689,170.4877,12.42910531
COSMOS 2483             ,39058U,13001B,20303.54459672,.00000027,00000-0,12339-3,0,9990,39058,82.5017,56.6085,0.0016743,185.5440,174.5458,12.43960554
COSMOS 2484             ,39059U,13001C,20303.55702201,.00000677,00000-0,48053-2,0,9993,39059,82.5029,60.6079,0.0026168,198.4188,161.5880,12.42974294
TDRS 11                 ,39070U,13004A,20303.62821970,.00000075,00000-0,00000-0,0,9992,39070,3.6451,333.8871,0.0002646,47.9420,68.4186,1.00276530 
GLOBALSTAR M097         ,39072U,13005A,20303.51611174,-.00000102,00000-0,11549-4,0,9992,39072,52.0073,24.0614,0.0000879,133.9243,226.1696,12.62265583
GLOBALSTAR M093         ,39073U,13005B,20303.48926047,-.00000106,00000-0,-14664-4,0,9993,39073,51.9838,20.1551,0.0000971,116.5093,243.5874,12.62265289
GLOBALSTAR M094         ,39074U,13005C,20303.25199325,-.00000105,00000-0,-92379-5,0,9999,39074,51.9956,293.5725,0.0000542,78.9792,281.1135,12.62265853
GLOBALSTAR M096         ,39075U,13005D,20303.42345170,-.00000099,00000-0,24462-4,0,9998,39075,52.0093,340.2408,0.0000589,107.3699,252.7232,12.62266290
GLOBALSTAR M078         ,39076U,13005E,20303.55537294,-.00000114,00000-0,-55619-4,0,9990,39076,51.9883,66.6458,0.0001232,66.8044,293.2953,12.62262775
GLOBALSTAR M095         ,39077U,13005F,20303.58151256,-.00000114,00000-0,-55782-4,0,9995,39077,51.9809,64.6044,0.0001204,90.6684,269.4321,12.62264289
AMAZONAS 3              ,39078U,13006A,20303.48937687,-.00000282,00000-0,00000-0,0,9990,39078,0.0270,173.8373,0.0005507,44.6818,294.9631,1.00272718 
AZERSPACE 1             ,39079U,13006B,20303.77202462,.00000134,00000-0,00000+0,0,9993,39079,0.0469,76.8601,0.0002242,162.0516,123.5732,1.00272259 
LANDSAT 8               ,39084U,13008A,20303.64783343,.00000053,00000-0,21889-4,0,9992,39084,98.2133,11.5971,0.0001304,104.7121,255.4222,14.57114115
SARAL                   ,39086U,13009A,20303.53897952,-.00000007,00000-0,13601-4,0,9998,39086,98.5434,127.0700,0.0000850,142.5333,217.5910,14.32035599
SAPPHIRE                ,39088U,13009C,20303.57196966,.00000020,00000-0,22363-4,0,9990,39088,98.4589,142.1871,0.0010322,245.4964,114.5145,14.34222459
NEOSSAT                 ,39089U,13009D,20303.82130414,.00000037,00000-0,28567-4,0,9995,39089,98.4558,142.9232,0.0010220,246.5442,113.4669,14.34529481
STRAND-1                ,39090U,13009E,20303.56866792,.00000043,00000-0,30083-4,0,9996,39090,98.4432,144.9778,0.0008103,243.1246,116.9112,14.35150209
SBIRS GEO-2 (USA 241)   ,39120U,13011A,20303.79424562,.00000120,00000-0,00000+0,0,9990,39120,2.0124,349.0097,0.0002320,220.6365,135.4837,1.00272697 
EUTELSAT 117 WEST A     ,39122U,13012A,20303.55757296,-.00000012,00000-0,00000-0,0,9992,39122,0.0185,81.9843,0.0003036,129.2992,270.9808,1.00270076 
ANIK G1                 ,39127U,13014A,20303.56953851,-.00000073,00000-0,00000-0,0,9992,39127,0.0255,263.8318,0.0002619,335.3277,256.9548,1.00271350 
SOMP                    ,39134U,13015E,20303.16039534,.00002102,00000-0,10178-3,0,9994,39134,64.8646,203.9868,0.0021822,224.2122,135.7263,15.21421562
BEESAT-3                ,39135U,13015F,20303.41399497,.00001609,00000-0,86857-4,0,9999,39135,64.8660,228.6938,0.0025854,221.0786,138.8395,15.18465713
BEESAT-2                ,39136U,13015G,20303.77879052,.00001849,00000-0,99366-4,0,9994,39136,64.8772,232.9807,0.0034994,266.0398,93.6728,15.17874698
GAOFEN 1                ,39150U,13018A,20303.83878280,.00000024,00000-0,10688-4,0,9996,39150,97.8580,17.1678,0.0020167,47.8363,312.4547,14.76555490
NEE-01 PEGASO           ,39151U,13018B,20303.51929933,.00000215,00000-0,35222-4,0,9997,39151,97.9771,41.4398,0.0017594,30.4718,329.7512,14.80219998
COSMOS 2485 [GLONASS-M] ,39155U,13019A,20303.40007095,.00000093,00000-0,00000+0,0,9991,39155,64.7063,142.9239,0.0019057,228.2680,326.1000,2.13101959 
CHINASAT 11 (ZX 11)     ,39157U,13020A,20303.73641286,-.00000289,00000-0,00000+0,0,9995,39157,0.0218,272.9180,0.0000919,13.5595,115.1742,1.00269289 
PROBA-V                 ,39159U,13021A,20303.73782905,-.00000010,00000-0,13929-4,0,9993,39159,98.4453,355.9029,0.0004863,43.5142,316.6420,14.22991430
VNREDSAT 1              ,39160U,13021B,20303.57550629,.00000582,00000-0,12280-3,0,9994,39160,98.1379,18.3691,0.0001373,103.7436,256.3933,14.62963972
ESTCUBE 1               ,39161U,13021C,20303.77327058,.00000228,00000-0,43729-4,0,9995,39161,97.9590,24.0645,0.0009764,162.0310,198.1243,14.72366897
EUTELSAT 7B             ,39163U,13022A,20303.71826779,.00000049,00000-0,00000+0,0,9997,39163,0.0668,15.3497,0.0001973,299.8168,348.9332,1.00270911 
NAVSTAR 68 (USA 242)    ,39166U,13023A,20303.54274605,-.00000080,00000-0,00000-0,0,9994,39166,56.0013,351.4894,0.0083267,31.2937,329.2637,2.00564204 
WGS F5 (USA 243)        ,39168U,13024A,20303.70640369,-.00000283,00000-0,00000+0,0,9993,39168,0.0158,255.1628,0.0000602,349.7337,355.4006,1.00270009 
SES-6                   ,39172U,13026A,20303.48521564,-.00000260,00000-0,00000-0,0,9996,39172,0.0267,302.0509,0.0002282,286.2227,304.2076,1.00272168 
COSMOS 2486             ,39177U,13028A,20303.75715506,-.00000021,00000-0,51419-5,0,9994,39177,97.9758,340.6445,0.0010154,310.3639,49.6661,14.54718768
RESURS P1               ,39186U,13030A,20303.75435306,.00001317,00000-0,42539-4,0,9994,39186,97.2105,5.7594,0.0017110,346.7841,161.4322,15.33749304
O3B FM5                 ,39188U,13031A,20303.17937083,-.00000026,00000-0,00000-0,0,9992,39188,0.0511,29.4770,0.0003200,177.8586,152.6533,5.001157851
O3B FM4                 ,39189U,13031B,20302.84537177,-.00000027,00000-0,00000-0,0,9997,39189,0.0555,358.8042,0.0003549,253.5277,107.6348,5.001158481
O3B FM2                 ,39190U,13031C,20303.29734799,-.00000026,00000-0,00000-0,0,9997,39190,0.0582,354.9155,0.0005806,285.6973,79.3278,5.001155951
O3B PFM                 ,39191U,13031D,20303.35093188,-.00000026,00000-0,00000-0,0,9995,39191,0.0494,19.3303,0.0003252,199.9664,140.6855,5.001155691
COSMOS 2487             ,39194U,13032A,20303.67423530,.00005144,00000-0,12195-3,0,9998,39194,74.7080,125.0762,0.0003069,245.9869,114.1023,15.41957018
IRIS                    ,39197U,13033A,20303.78971322,.00000175,00000-0,30853-4,0,9992,39197,97.9608,124.4411,0.0028221,153.1368,207.1311,14.78765749
IRNSS-1A                ,39199U,13034A,20303.51240716,.00000118,00000-0,00000+0,0,9995,39199,31.1367,94.6414,0.0020874,179.4358,3.7424,1.00275109 
SJ-11-05                ,39202U,13035A,20303.75907202,.00000078,00000-0,25443-4,0,9995,39202,98.1224,106.7747,0.0010654,183.5522,176.5606,14.60886330
MUOS-2                  ,39206U,13036A,20303.75316219,.00000067,00000-0,00000+0,0,9997,39206,2.5701,1.3226,0.0056001,182.2954,309.0592,1.00271782 
SHIYAN 7 (SY-7)         ,39208U,13037A,20303.60465509,.00000065,00000-0,19582-4,0,9999,39208,98.0098,302.5234,0.0008018,197.7271,162.3656,14.68387653
CHUANGXIN-3 (CX-3)      ,39209U,13037B,20303.82604800,.00000089,00000-0,23640-4,0,9999,39209,98.0136,302.6450,0.0004345,183.9952,176.1220,14.68436554
SHIJIAN-15 (SJ-15)      ,39210U,13037C,20303.55691529,.00000056,00000-0,18237-4,0,9995,39210,98.0186,301.4434,0.0006521,187.4576,172.6533,14.67727205
ALPHASAT                ,39215U,13038A,20303.79424562,.00000137,00000-0,00000+0,0,9992,39215,2.5006,19.0759,0.0002262,197.7143,132.5759,1.00271090 
INSAT-3D                ,39216U,13038B,20303.51790302,-.00000156,00000-0,00000-0,0,9994,39216,0.1133,95.8893,0.0001439,127.5540,83.4100,1.00272608 
WGS F6 (USA 244)        ,39222U,13041A,20303.60557896,.00000090,00000-0,00000-0,0,9990,39222,0.0017,180.0752,0.0000400,85.7393,215.4162,1.00270777 
ARIRANG-5 (KOMPSAT-5)   ,39227U,13042A,20303.79240699,.00000791,00000-0,60826-4,0,9990,39227,97.6234,126.1431,0.0000956,76.7088,294.1556,15.04517870
ES'HAIL 1               ,39233U,13044A,20303.50664958,.00000143,00000-0,00000-0,0,9991,39233,0.0555,6.8954,0.0001932,187.6491,51.6673,1.00269321 
GSAT-7                  ,39234U,13044B,20303.75674306,-.00000076,00000-0,00000+0,0,9992,39234,0.1083,97.0723,0.0008621,158.7023,129.2100,1.00271967 
AMOS-4                  ,39237U,13045A,20303.51450082,.00000007,00000-0,00000-0,0,9997,39237,0.0661,101.8136,0.0001373,129.9555,56.7597,1.00272913 
YAOGAN 17A              ,39239U,13046A,20303.53680267,-.00000090,00000-0,83857-6,0,9992,39239,63.4059,344.7710,0.0242180,4.9138,355.4184,13.45198807
