SatNAME,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
TIANZHI 1               ,43710U,18094A,20303.85380880,.00000572,00000-0,26730-4,0,9991,43710,97.4073,309.6208,0.0012500,295.8665,186.4802,15.23770466
SHIYAN 6 (SY-6)         ,43711U,18094B,20303.86761774,.00000612,00000-0,31393-4,0,9994,43711,97.4122,306.5904,0.0010986,304.0073,175.2408,15.20201844
TIANPING 1A             ,43712U,18094C,20303.81613515,.00001324,00000-0,57285-4,0,9998,43712,97.4071,309.6784,0.0011834,292.7201,192.0355,15.24143278
JIADING 1               ,43713U,18094D,20303.61535141,.00000930,00000-0,41099-4,0,9993,43713,97.4062,309.5899,0.0012826,297.8905,181.4632,15.24161713
TIANPING 1B             ,43714U,18094E,20303.85625181,.00000841,00000-0,37784-4,0,9991,43714,97.4073,309.6464,0.0011293,295.2703,186.6046,15.23861102
MOHAMMED VI-B           ,43717U,18095A,20303.80300984,.00000086,00000-0,19396-4,0,9991,43717,97.9464,13.6601,0.0001551,97.3286,262.8095,14.77083251
HYSIS                   ,43719U,18096A,20303.86343275,.00000116,00000-0,22705-4,0,9992,43719,97.8905,8.6030,0.0011329,146.3354,213.8565,14.78779922
HSAT                    ,43720U,18096B,20303.47940057,.00005367,00000-0,19118-3,0,9998,43720,97.4142,17.1314,0.0015541,13.9146,346.2520,15.29248535
FACSAT-1                ,43721U,18096C,20303.79250105,.00002742,00000-0,10392-3,0,9991,43721,97.4102,16.5852,0.0017615,13.7569,81.8132,15.27617422
CENTAURI-2              ,43722U,18096D,20303.48794656,.00003355,00000-0,12404-3,0,9999,43722,97.4120,16.7005,0.0017512,13.9733,346.1987,15.28274781
FLOCK 3R-9              ,43723U,18096E,20303.77144868,.00004326,00000-0,15352-3,0,9990,43723,97.4113,17.7547,0.0016654,12.0565,110.7750,15.29473731
FLOCK 3R-12             ,43724U,18096F,20303.47448608,.00002022,00000-0,73225-4,0,9992,43724,97.4126,17.4973,0.0016894,14.8565,345.3168,15.29456036
FLOCK 3R-11             ,43725U,18096G,20303.78855750,.00001675,00000-0,61106-4,0,9995,43725,97.4118,17.8236,0.0016923,13.7270,346.4427,15.29458492
FLOCK 3R-8              ,43727U,18096J,20303.24593767,.00004521,00000-0,16031-3,0,9994,43727,97.4134,17.4229,0.0017465,16.5443,343.6364,15.29460672
KEPLER-1 (CASE)         ,43729U,18096L,20303.46063649,.00003727,00000-0,13576-3,0,9999,43729,97.4136,17.3172,0.0018001,18.4443,341.7445,15.28683961
GLOBAL-1                ,43730U,18096M,20303.49108093,.00001543,00000-0,59661-4,0,9997,43730,97.4133,16.9471,0.0019942,19.4367,340.7628,15.27600496
LEMUR-2-ORZULAK         ,43731U,18096N,20303.51649799,.00003333,00000-0,11894-3,0,9998,43731,97.4146,17.8655,0.0020010,15.6891,344.4965,15.29407449
LEMUR-2-KOBYSZCZE       ,43732U,18096P,20303.51740038,.00003563,00000-0,12634-3,0,9995,43732,97.4153,18.0553,0.0020104,15.7059,344.4800,15.29561541
FLOCK 3R-4              ,43733U,18096Q,20303.81770942,.00002636,00000-0,94464-4,0,9998,43733,97.4119,18.0903,0.0020366,15.8679,105.1037,15.29462442
FLOCK 3R-3              ,43734U,18096R,20303.78574953,.00003269,00000-0,11642-3,0,9998,43734,97.4130,18.1307,0.0020877,14.1310,109.8359,15.29466138
FLOCK 3R-15             ,43736U,18096T,20303.45790687,.00003867,00000-0,14007-3,0,9990,43736,97.4141,17.6090,0.0021538,18.6599,341.5426,15.28782214
CICERO 8                ,43737U,18096U,20303.47054899,.00003608,00000-0,12638-3,0,9992,43737,97.4109,18.1577,0.0021684,18.1952,342.0060,15.29923644
INNOSAT-2               ,43738U,18096V,20303.76717306,.00004946,00000-0,16612-3,0,9996,43738,97.4146,19.5319,0.0023240,16.1579,141.8350,15.31068979
FLOCK 3R-10             ,43740U,18096X,20303.67725249,.00001902,00000-0,69045-4,0,9992,43740,97.4124,17.6795,0.0016705,13.5005,346.6679,15.29459501
FLOCK 3R-6              ,43741U,18096Y,20303.86786979,.00002090,00000-0,75557-4,0,9995,43741,97.4127,17.9723,0.0017586,13.9792,97.5065,15.29458350
FLOCK 3R-7              ,43742U,18096Z,20303.85088194,.00002628,00000-0,94339-4,0,9995,43742,97.4123,17.9691,0.0017072,13.8261,40.0792,15.29464099
REAKTOR HELLO WORLD     ,43743U,18096AA,20303.45451657,.00001995,00000-0,76066-4,0,9993,43743,97.4109,16.5924,0.0018132,19.6953,340.4983,15.27742390
HIBER-1                 ,43744U,18096AB,20303.46962634,.00003489,00000-0,12812-3,0,9995,43744,97.4135,17.1487,0.0017924,18.9446,341.2457,15.28471336
LEMUR-2-DULY            ,43745U,18096AC,20303.45196669,.00003905,00000-0,13790-3,0,9991,43745,97.4145,17.9457,0.0019947,15.4423,344.7422,15.29639898
LEMUR-2-VLADIMIR        ,43746U,18096AD,20303.47589583,.00003850,00000-0,13569-3,0,9998,43746,97.4145,18.0557,0.0020026,15.5315,344.6535,15.29712710
FLOCK 3R-1              ,43747U,18096AE,20303.49506523,.00004856,00000-0,17169-3,0,9991,43747,97.4138,17.8485,0.0020574,17.2860,342.9076,15.29461043
COSMOS 2530             ,43751U,18097A,20303.82954855,.00000015,00000-0,36674-4,0,9995,43751,82.5162,58.6471,0.0019228,200.8434,159.1866,12.42891278
COSMOS 2531             ,43752U,18097B,20303.77399856,.00000022,00000-0,84148-4,0,9991,43752,82.5207,58.9812,0.0016563,218.4227,141.5678,12.42896655
COSMOS 2532             ,43753U,18097C,20303.80294180,.00000249,00000-0,17261-2,0,9991,43753,82.5166,58.6865,0.0018193,219.5440,140.4313,12.42849092
MINXSS-2                ,43758U,18099A,20303.46476298,.00000570,00000-0,56187-4,0,9991,43758,97.6946,13.1392,0.0016957,101.3705,258.9422,14.95765834
SIRION PATHFINDER-2     ,43759U,18099B,20303.81476507,.00000517,00000-0,51942-4,0,9999,43759,97.6934,13.0951,0.0015875,95.6855,264.6178,14.95337333
ELYSIUM STAR 2 & LFF    ,43760U,18099C,20303.78176832,.00000198,00000-0,22821-4,0,9994,43760,97.6979,13.4063,0.0015204,98.8380,261.4549,14.95825498
2018-099D               ,43761U,18099D,20303.80700861,.00000247,00000-0,27661-4,0,9995,43761,97.6953,13.1461,0.0015900,101.9102,258.3910,14.95171895
STPSAT-5                ,43762U,18099E,20303.55513644,.00000968,00000-0,91023-4,0,9992,43762,97.6950,13.6680,0.0016055,103.9769,256.3242,14.96090943
POLAR SCOUT KODIAK      ,43764U,18099G,20303.47177432,.00000754,00000-0,71096-4,0,9997,43764,97.6949,14.0169,0.0017378,103.3874,256.9286,14.96623400
HAWK-A                  ,43765U,18099H,20303.55627660,.00001071,00000-0,10000-3,0,9990,43765,97.6907,13.5074,0.0016818,107.6546,252.6516,14.96156372
SPAWAR-CAL-O            ,43766U,18099J,20303.80073111,.00000409,00000-0,42664-4,0,9991,43766,97.6913,12.4064,0.0012822,100.7476,259.5179,14.94878230
CORVUS-BC 4             ,43767U,18099K,20303.47115356,.00000626,00000-0,62688-4,0,9992,43767,97.6913,12.0207,0.0013197,100.5984,259.6729,14.94778592
AISTECHSAT 2            ,43768U,18099L,20303.43107647,.00000193,00000-0,23000-4,0,9997,43768,97.6918,11.9395,0.0012991,100.1572,260.1115,14.94731771
FLOCK 3S-1              ,43769U,18099M,20303.77912462,.00000050,00000-0,97832-5,0,9991,43769,97.6906,12.3443,0.0015607,105.7402,254.5541,14.95060428
FOX-1CLIFF (AO-95)      ,43770U,18099N,20303.43529915,.00000245,00000-0,27491-4,0,9992,43770,97.6940,12.3969,0.0015995,108.2075,252.0889,14.95077519
2018-099P               ,43771U,18099P,20303.75916622,.00000650,00000-0,64376-4,0,9996,43771,97.6945,12.7525,0.0016087,107.3059,252.9923,14.95119581
RANGE-A                 ,43772U,18099Q,20303.77212030,.00000365,00000-0,38265-4,0,9992,43772,97.7014,13.3965,0.0015613,95.6946,264.6056,14.95297228
RANGE-B                 ,43773U,18099R,20303.42881663,.00000294,00000-0,32051-4,0,9997,43773,97.6880,11.9252,0.0015089,96.5297,263.7642,14.95033903
HIBER-2                 ,43774U,18099S,20303.76682165,.00000511,00000-0,51538-4,0,9994,43774,97.6987,13.1906,0.0014264,98.6628,261.6209,14.95281352
2018-099T               ,43775U,18099T,20303.44254933,-.00000100,00000-0,-39145-5,0,9995,43775,97.6944,12.6024,0.0016100,100.1280,260.1758,14.95126201
SPAWAR-CAL-R            ,43776U,18099U,20303.45632595,.00000002,00000-0,53956-5,0,9996,43776,97.6933,12.5489,0.0016099,100.3174,259.9863,14.95060176
LACMA ENOCH             ,43777U,18099V,20303.17768322,.00017675,00000-0,13597-2,0,9992,43777,97.7295,15.5932,0.0019733,115.0824,245.2451,15.01597665
SPAWAR-CAL-OR           ,43778U,18099W,20303.72586279,.00000440,00000-0,45140-4,0,9996,43778,97.6839,11.9526,0.0015431,104.0360,256.2577,14.95161377
2018-099X               ,43779U,18099X,20303.71812551,-.00000084,00000-0,-24559-5,0,9999,43779,97.6938,12.8351,0.0016075,99.4132,260.8907,14.95088265
MOVE-II                 ,43780U,18099Y,20303.74703961,.00001256,00000-0,11823-3,0,9996,43780,97.6947,13.0101,0.0015050,105.4171,254.8714,14.95536315
SNUSAT-2                ,43782U,18099AA,20303.77438440,.00000034,00000-0,82386-5,0,9995,43782,97.6936,12.9894,0.0014192,94.8560,265.4282,14.95337713
KAZSTSAT                ,43783U,18099AB,20303.77359690,-.00000141,00000-0,-80194-5,0,9991,43783,97.7058,12.5496,0.0009897,95.5723,264.6626,14.93624504
SNUGLITE                ,43784U,18099AC,20303.19835633,.00000586,00000-0,58067-4,0,9998,43784,97.6898,12.2127,0.0016527,104.3254,255.9803,14.95440568
ORBWEAVER 2             ,43785U,18099AD,20303.77220758,.00000669,00000-0,64865-4,0,9994,43785,97.6923,12.9179,0.0014964,92.3617,267.9318,14.95882698
ITASAT 1                ,43786U,18099AE,20303.73692707,.00000624,00000-0,61513-4,0,9996,43786,97.6955,13.2084,0.0016640,101.8794,258.4294,14.95401793
KAZSCISAT-1             ,43787U,18099AF,20303.45560152,.00000478,00000-0,47932-4,0,9990,43787,97.6861,12.2346,0.0015517,100.4359,259.8611,14.95739218
FLOCK 3S-3              ,43788U,18099AG,20303.77212596,.00000095,00000-0,13704-4,0,9997,43788,97.6960,13.2196,0.0016387,102.5305,257.7750,14.95484643
EAGLET-I                ,43790U,18099AJ,20303.76171842,.00000526,00000-0,52186-4,0,9993,43790,97.6947,13.5467,0.0015052,104.8925,255.3964,14.95786990
CAPELLA-1               ,43791U,18099AK,20303.75835619,.00004810,00000-0,40794-3,0,9993,43791,97.7232,16.0699,0.0014366,103.3963,256.8862,14.98333461
ESEO                    ,43792U,18099AL,20303.78336400,-.00000240,00000-0,-16433-4,0,9990,43792,97.6914,13.3206,0.0014651,102.0867,258.1997,14.95635721
CSIM-FD                 ,43793U,18099AM,20303.44900602,.00000380,00000-0,38769-4,0,9994,43793,97.6923,13.0754,0.0014283,101.0636,259.2193,14.96189950
HAWK-B                  ,43794U,18099AN,20303.15536579,.00000716,00000-0,68541-4,0,9995,43794,97.6912,13.1147,0.0016686,107.9087,252.3956,14.96155568
ORBWEAVER 1             ,43795U,18099AP,20303.16910077,.00000897,00000-0,83967-4,0,9995,43795,97.6948,13.1048,0.0014968,104.3473,255.9411,14.96474405
THEA                    ,43796U,18099AQ,20303.77699366,-.00000002,00000-0,49210-5,0,9991,43796,97.6939,13.7050,0.0016447,86.8966,273.4137,14.96069928
SKYSAT-C12              ,43797U,18099AR,20303.47241134,.00002099,00000-0,58140-4,0,9993,43797,97.2028,12.1691,0.0002134,124.9004,235.2442,15.38076450
ASTROCAST 0.1           ,43798U,18099AS,20303.73720924,.00000659,00000-0,63865-4,0,9992,43798,97.6942,13.6501,0.0013881,87.5365,272.7445,14.95933086
HAWK-C                  ,43799U,18099AT,20303.75710571,.00000641,00000-0,61925-4,0,9998,43799,97.6912,13.6231,0.0016602,105.8231,254.4822,14.96156473
ICEYE-X2                ,43800U,18099AU,20303.75376618,.00000766,00000-0,74370-4,0,9997,43800,97.6938,13.0048,0.0015970,98.4816,261.8228,14.95406308
2018-099AV              ,43801U,18099AV,20303.79019412,.00000396,00000-0,40624-4,0,9992,43801,97.6923,13.0164,0.0015820,93.7377,266.5660,14.95759558
SKYSAT-C13              ,43802U,18099AW,20303.47879830,.00001588,00000-0,51783-4,0,9998,43802,97.2341,12.1266,0.0002748,258.5057,101.5877,15.33253401
JY1SAT (JO-97)          ,43803U,18099AX,20303.46729768,.00000655,00000-0,63984-4,0,9992,43803,97.6915,12.7324,0.0016591,102.9965,257.3110,14.95595375
SUOMI-100               ,43804U,18099AY,20303.46930274,.00000696,00000-0,67773-4,0,9994,43804,97.6913,12.7167,0.0016678,103.0625,257.2459,14.95580023
AL-FARABI 2             ,43805U,18099AZ,20303.83325723,.00001087,00000-0,10246-3,0,9990,43805,97.6928,13.1977,0.0016953,101.8592,258.4490,14.95732215
2018-099BA              ,43806U,18099BA,20303.55144265,.00000898,00000-0,86091-4,0,9991,43806,97.6899,12.7288,0.0016743,102.5145,257.7962,14.95491819
EUCROPIS                ,43807U,18099BB,20303.75362335,.00000863,00000-0,82601-4,0,9999,43807,97.6947,13.3240,0.0014460,98.5361,261.7499,14.95684914
POLAR SCOUT YUKON       ,43808U,18099BC,20303.80058997,.00000623,00000-0,60964-4,0,9994,43808,97.6945,13.4568,0.0013718,107.0644,253.2081,14.95752739
CENTAURI-1              ,43809U,18099BD,20303.21773218,.00000821,00000-0,78871-4,0,9996,43809,97.6929,12.7241,0.0016812,104.4115,255.8973,14.95640838
2018-099BE              ,43810U,18099BE,20303.83106336,.00000741,00000-0,71739-4,0,9994,43810,97.6827,12.4738,0.0016212,97.8066,262.4935,14.95593233
NEXTSAT-1               ,43811U,18099BF,20303.82495563,.00001028,00000-0,97595-4,0,9994,43811,97.6926,13.2993,0.0014822,99.9498,260.3383,14.95604619
BLACKSKY GLOBAL 2       ,43812U,18099BG,20303.76345903,.00000225,00000-0,25436-4,0,9993,43812,97.6910,13.0982,0.0015117,102.1477,258.1439,14.95571845
BRIO                    ,43813U,18099BH,20303.47046694,.00000966,00000-0,91092-4,0,9990,43813,97.7037,13.9472,0.0015168,93.6347,266.6610,14.95987971
PW-SAT2                 ,43814U,18099BJ,20303.47785637,.00069448,00000-0,31130-2,0,9993,43814,97.7942,27.6757,0.0004701,137.4303,222.7297,15.20938408
FALCONSAT-6             ,43815U,18099BK,20303.43441969,-.00000161,00000-0,-95545-5,0,9999,43815,97.6960,12.4685,0.0015851,104.6106,255.6874,14.94900336
SPACEBEE-7              ,43816U,18099BL,20303.72783027,.00000537,00000-0,53156-4,0,9992,43816,97.6958,13.4635,0.0014734,91.1097,269.1812,14.95804364
SPACEBEE-5              ,43817U,18099BM,20303.15232121,.00002180,00000-0,19623-3,0,9990,43817,97.7026,13.5795,0.0014715,93.4521,266.8384,14.96570018
SPACEBEE-6              ,43818U,18099BN,20303.73927703,.00001171,00000-0,10919-3,0,9990,43818,97.6977,13.6857,0.0014743,91.3372,268.9538,14.96040255
EXCITE                  ,43819U,18099BP,20303.78868672,-.00000371,00000-0,-28331-4,0,9996,43819,97.6914,13.1076,0.0014843,101.8558,258.4329,14.95496375
SEAHAWK-1               ,43820U,18099BQ,20303.81608696,.00000833,00000-0,79920-4,0,9991,43820,97.6889,12.9437,0.0014224,95.3455,264.9393,14.95679691
FLOCK 3S-2              ,43821U,18099BR,20303.47492137,.00000649,00000-0,63356-4,0,9996,43821,97.6948,13.0734,0.0015678,102.7306,257.5669,14.95675949
GEO-KOMPSAT-2A          ,43823U,18100A,20303.38353487,-.00000344,00000-0,00000-0,0,9991,43823,0.0079,12.4511,0.0001153,136.1405,155.9216,1.00271122 
GSAT-11                 ,43824U,18100B,20303.56863049,-.00000077,00000-0,00000-0,0,9995,43824,0.0517,267.4389,0.0006068,225.6907,183.9368,1.00272588 
SAUDISAT 5A             ,43831U,18102A,20303.86240172,-.00000035,00000-0,18271-5,0,9992,43831,97.5606,17.7829,0.0015996,62.1412,1.3913,15.08114740
SAUDISAT 5B             ,43833U,18102C,20303.67668138,-.00000065,00000-0,-12860-6,0,9992,43833,97.5607,18.0592,0.0017083,68.8486,78.5669,15.08552792
TOMSAT R3 (AEROCUBE 11B),43849U,18104A,20303.37932573,.00001996,00000-0,83858-4,0,9990,43849,85.0331,86.8420,0.0015439,298.9320,61.0373,15.22654146
SHIELDS 1               ,43850U,18104B,20303.44172848,.00000888,00000-0,37646-4,0,9994,43850,85.0275,86.7590,0.0012923,302.8165,57.1831,15.21506308
ELECTRON KICK STAGE R/B ,43851U,18104C,20303.46670318,.00002528,00000-0,10516-3,0,9991,43851,85.0338,86.6038,0.0013994,289.1677,70.8051,15.23146397
STF-1                   ,43852U,18104D,20303.45798520,.00001918,00000-0,83220-4,0,9992,43852,85.0315,87.3686,0.0013039,319.2042,40.8223,15.21559030
2018-104E               ,43853U,18104E,20303.52592917,.00004716,00000-0,18641-3,0,9996,43853,85.0295,85.4768,0.0014715,286.0331,73.9292,15.25107951
2018-104F               ,43854U,18104F,20303.53806980,.00002735,00000-0,11228-3,0,9999,43854,85.0273,85.6503,0.0015563,283.4324,76.5184,15.23616680
CHOMPTT                 ,43855U,18104G,20303.46632820,.00001734,00000-0,71435-4,0,9997,43855,85.0355,86.5196,0.0015256,279.7286,80.2233,15.23206998
ISX (CP11)              ,43856U,18104H,20303.44028392,.00001774,00000-0,77978-4,0,9991,43856,85.0313,87.6286,0.0013245,325.6584,34.3800,15.21063159
DAVINCI                 ,43857U,18104J,20303.52572288,.00004169,00000-0,17350-3,0,9997,43857,85.0308,86.6075,0.0013868,308.9793,51.0213,15.23354565
2018-104K               ,43858U,18104K,20303.45006962,.00001555,00000-0,66775-4,0,9993,43858,85.0307,87.0657,0.0014432,311.0743,48.9251,15.21734465
2018-104L               ,43859U,18104L,20303.42862354,.00001620,00000-0,69593-4,0,9990,43859,85.0282,86.8142,0.0011419,305.7373,54.2806,15.21787073
SHFT 1 (GOERGEN)        ,43860U,18104M,20303.52516900,.00005408,00000-0,22042-3,0,9991,43860,85.0319,86.4135,0.0010667,295.9703,64.0440,15.24162900
TOMSAT EAGLESCOUT       ,43861U,18104N,20303.45828840,.00001952,00000-0,82519-4,0,9999,43861,85.0412,87.6467,0.0014361,299.2740,60.7066,15.22432796
GSAT-7A                 ,43864U,18105A,20303.51406464,.00000027,00000-0,00000-0,0,9997,43864,0.0794,276.5436,0.0003230,290.5700,79.0433,1.00270990 
COSMOS 2533             ,43867U,18107A,20303.51546042,-.00000038,00000-0,00000-0,0,9992,43867,0.0396,87.4270,0.0000424,190.9978,15.4593,1.00270561 
HONGYUN 1               ,43871U,18108A,20303.79345541,.00000019,00000-0,10000-3,0,9991,43871,99.9126,315.8143,0.0012924,62.5485,297.6942,13.50534654
NAVSTAR 77 (USA 289)    ,43873U,18109A,20303.36993921,.00000051,00000-0,00000-0,0,9990,43873,55.0120,173.4183,0.0009415,202.0907,157.1979,2.00570139 
TJS-3                   ,43874U,18110A,20303.58105075,-.00000353,00000-0,00000-0,0,9998,43874,0.0302,317.3007,0.0000832,354.1795,46.8855,1.00270378 
KANOPUS-V 5             ,43876U,18111A,20303.81103352,.00000347,00000-0,19674-4,0,9996,43876,97.4344,209.9029,0.0001330,86.1562,359.3620,15.19217530
KANOPUS-V 6             ,43877U,18111B,20303.85096237,.00000440,00000-0,24075-4,0,9999,43877,97.4340,209.9804,0.0000804,86.0579,0.5229,15.19215406
ISAT                    ,43879U,18111D,20303.84732447,.00001060,00000-0,98587-4,0,9998,43879,97.6916,209.0410,0.0013525,147.3400,212.8617,14.96348782
UWE-4                   ,43880U,18111E,20303.27072642,.00000392,00000-0,39453-4,0,9995,43880,97.6934,208.8192,0.0012763,152.6056,207.5841,14.96582118
D-STAR ONE (SPARROW)    ,43881U,18111F,20303.51665489,.00000076,00000-0,11707-4,0,9991,43881,97.6948,209.1527,0.0012920,148.3711,211.8290,14.96631854
LEMUR-2-CHRISTINAHOLT   ,43882U,18111G,20303.45120871,.00000205,00000-0,22784-4,0,9997,43882,97.6965,209.4695,0.0012058,148.1940,212.0013,14.97019599
LEMUR-2-TINYKEV         ,43883U,18111H,20303.29160047,.00001465,00000-0,13185-3,0,9992,43883,97.6960,209.3841,0.0012581,149.6687,210.5266,14.97095321
LEMUR-2-REMY-COLTON     ,43884U,18111J,20303.87209677,.00000704,00000-0,65816-4,0,9994,43884,97.6962,210.0615,0.0011388,148.4304,211.7620,14.97201206
LEMUR-2-GUSTAVO         ,43885U,18111K,20303.74199549,.00000742,00000-0,69301-4,0,9992,43885,97.6963,209.9176,0.0011998,147.4414,212.7550,14.97110439
LEMUR-2-ZO              ,43886U,18111L,20303.77057811,.00001231,00000-0,11129-3,0,9999,43886,97.6981,210.0747,0.0012153,143.8195,216.3851,14.97206505
LEMUR-2-NATALIEMURRAY   ,43887U,18111M,20303.31750962,.00000333,00000-0,33701-4,0,9990,43887,97.6983,209.7544,0.0011939,144.7159,215.4855,14.97327952
LEMUR-2-SARAHBETTYBOO   ,43888U,18111N,20303.49430834,.00001377,00000-0,12338-3,0,9994,43888,97.6985,210.0470,0.0012392,143.3911,216.8160,14.97365446
LEMUR-2-DAISY-HARPER    ,43889U,18111P,20303.72839496,.00000290,00000-0,29872-4,0,9993,43889,97.6986,210.3549,0.0011783,143.4395,216.7633,14.97455049
GRUS-1A                 ,43890U,18111Q,20303.73162988,-.00000240,00000-0,-17800-4,0,9996,43890,97.6794,205.6220,0.0003201,182.1332,177.9869,14.92960681
2018-111R               ,43891U,18111R,20303.77056927,.00000383,00000-0,18979-4,0,9990,43891,97.2475,197.9135,0.0027866,40.1715,44.7806,15.23116467
FLOCK 3K-4              ,43893U,18111T,20303.46009814,.00004441,00000-0,17351-3,0,9992,43893,97.2518,199.5782,0.0023819,37.3916,322.8975,15.26116772
FLOCK 3K-1              ,43894U,18111U,20303.78151912,.00004090,00000-0,15989-3,0,9990,43894,97.2513,199.8549,0.0023848,36.1511,324.1334,15.26143327
FLOCK 3K-2              ,43895U,18111V,20303.51315296,.00005841,00000-0,22686-3,0,9996,43895,97.2513,199.6359,0.0024294,36.9396,323.3510,15.26172018
FLOCK 3K-6              ,43896U,18111W,20303.76901192,.00005941,00000-0,23070-3,0,9999,43896,97.2520,199.9000,0.0022447,33.5779,326.6877,15.26214992
FLOCK 3K-5              ,43899U,18111Z,20303.76255389,.00004350,00000-0,16955-3,0,9999,43899,97.2518,199.9298,0.0022634,32.5840,327.6790,15.26238321
FLOCK 3K-8              ,43901U,18111AB,20303.36245645,.00003190,00000-0,12513-3,0,9990,43901,97.2508,199.5016,0.0022734,34.1550,326.1146,15.26222346
FLOCK 3K-7              ,43902U,18111AC,20303.22485418,.00001897,00000-0,75570-4,0,9995,43902,97.2518,199.4037,0.0022778,33.8189,326.4497,15.26200351
FLOCK 3K-11             ,43904U,18111AE,20303.27741462,.00001923,00000-0,76592-4,0,9991,43904,97.2518,199.5067,0.0022211,32.8320,327.4293,15.26200712
FLOCK 3K-10             ,43905U,18111AF,20303.59875329,.00001792,00000-0,71531-4,0,9999,43905,97.2518,199.8354,0.0021898,31.4093,328.8448,15.26235875
FLOCK 3K-9              ,43906U,18111AG,20303.41505948,.00003510,00000-0,13745-3,0,9990,43906,97.2513,199.6116,0.0022401,32.6521,327.6098,15.26217217
ZACUBE-2                ,43907U,18111AH,20303.81215878,.00001235,00000-0,52376-4,0,9991,43907,97.2505,199.4198,0.0022690,32.3835,40.2197,15.24742172
LUME 1                  ,43908U,18111AJ,20303.35054031,.00002018,00000-0,82402-4,0,9996,43908,97.2511,199.2477,0.0022146,33.7992,326.4652,15.25319311
YUNHAI-2 1              ,43909U,18112A,20303.84999480,.00000010,00000-0,68901-4,0,9996,43909,50.0113,121.0911,0.0000502,120.2000,239.8951,14.27691063
YUNHAI-2 2              ,43910U,18112B,20303.87466529,-.00000025,00000-0,54922-4,0,9999,43910,50.0135,184.4574,0.0005009,204.6929,155.3722,14.27656997
YUNHAI-2 3              ,43911U,18112C,20303.75391522,-.00000053,00000-0,43476-4,0,9990,43911,50.0134,64.3546,0.0001258,124.0111,236.0922,14.27652248
YUNHAI-2 4              ,43912U,18112D,20303.80177323,-.00000058,00000-0,41553-4,0,9997,43912,50.0157,4.4515,0.0015298,330.5464,29.4584,14.27650156
YUNHAI-2 5              ,43913U,18112E,20303.89994544,-.00000275,00000-0,-45949-4,0,9994,43913,50.0094,243.9409,0.0005644,348.5745,11.5042,14.27641400
HONGYAN 1 (CHONGQING)   ,43914U,18112F,20303.25695623,-.00000129,00000-0,00000+0,0,9992,43914,50.0082,241.7071,0.0006502,114.0392,246.1165,13.43701548
YUNHAI-2 6              ,43915U,18112G,20303.71265517,-.00000011,00000-0,60664-4,0,9996,43915,50.0153,304.9172,0.0007638,314.3602,45.6674,14.27634377
TJS-3 AKM               ,43917U,18110C,20303.61031833,.00000057,00000-0,00000-0,0,9990,43917,0.2204,108.9311,0.0002488,77.6862,130.5738,1.00273696 
CHINASAT 2D (ZX 2D)     ,43920U,19001A,20303.34631344,-.00000337,00000-0,00000+0,0,9998,43920,0.0205,40.6960,0.0001215,19.4206,232.7194,1.00268379 
IRIDIUM 180             ,43922U,19002A,20303.56933000,.00000008,00000-0,-42827-5,0,9993,43922,86.3947,133.0984,0.0002885,74.2440,285.9074,14.34218917
IRIDIUM 176             ,43923U,19002B,20303.79601358,.00000067,00000-0,66746-5,0,9997,43923,86.6078,133.0344,0.0002384,84.9316,275.2174,14.72253489
IRIDIUM 168             ,43924U,19002C,20303.56298172,.00000011,00000-0,-30830-5,0,9994,43924,86.3948,133.1200,0.0002088,80.7883,279.3549,14.34218866
IRIDIUM 173             ,43925U,19002D,20303.82938559,.00000015,00000-0,-18773-5,0,9990,43925,86.3945,132.9811,0.0002062,84.1045,276.0386,14.34217639
IRIDIUM 169             ,43926U,19002E,20303.62717004,.00000076,00000-0,18321-4,0,9993,43926,86.4253,164.6382,0.0003062,274.4604,85.6244,14.38603610
IRIDIUM 172             ,43927U,19002F,20303.54395263,.00000011,00000-0,-31822-5,0,9996,43927,86.3945,133.1020,0.0002164,82.3138,277.8303,14.34217559
IRIDIUM 175             ,43928U,19002G,20303.78982878,.00000065,00000-0,63746-5,0,9995,43928,86.6063,132.9023,0.0002668,105.4855,254.6657,14.72253464
IRIDIUM 171             ,43929U,19002H,20303.59468879,.00000011,00000-0,-31342-5,0,9994,43929,86.3956,133.1587,0.0002046,80.6147,279.5280,14.34219041
IRIDIUM 170             ,43930U,19002J,20303.80217939,.00000055,00000-0,48145-5,0,9995,43930,86.6078,133.0386,0.0002604,89.8481,270.3034,14.72252098
IRIDIUM 167             ,43931U,19002K,20303.58835348,.00000012,00000-0,-28896-5,0,9996,43931,86.3946,133.0878,0.0002647,73.9114,286.2373,14.34217455
RAPIS-1                 ,43932U,19003A,20303.13228463,.00001147,00000-0,78156-4,0,9995,43932,97.2209,339.0187,0.0003357,10.7558,349.3742,15.08054797
ORIGAMISAT-1            ,43933U,19003B,20303.09865931,.00001124,00000-0,51470-4,0,9993,43933,97.2145,347.6133,0.0019157,127.7772,232.5204,15.22304672
RISESAT                 ,43934U,19003C,20303.75547917,.00000597,00000-0,28870-4,0,9999,43934,97.2137,348.2330,0.0018199,118.0213,336.2143,15.22129306
MICRODRAGON             ,43935U,19003D,20303.58056781,.00001296,00000-0,58270-4,0,9999,43935,97.2157,348.5742,0.0019687,118.9587,241.3627,15.22687493
